family,signal_def,direction,d2d_mode,gating,total_firings,firings_per_week,firings_per_day,trades,wr_post_fc,wr_pre_fc,WR,agg_pf,worst_day_usd,folds_plus,weeks_present,weeks_won,weekdays_present,weekdays_won,exit_FC,exit_EOD,persistence,survival,tier
F13,Micro_ThrustEff:hi@p50,LONG,aligned,standard,42639,1938.14,402.255,869,80.0,80.2,80.0,1.191,-574.8,5,22,14,6,3,2,0,64.7,False,none
F13,Micro_ThrustEff:hi@p50,LONG,counter,standard,34013,1546.05,320.877,812,85.0,85.3,85.0,1.56,-308.3,6,22,18,6,6,3,1,88.2,False,none
F13,Micro_ThrustEff:hi@p50,SHORT,aligned,standard,34013,1546.05,320.877,878,75.2,75.2,75.2,1.062,-493.4,3,22,13,6,5,2,1,61.8,False,none
F13,Micro_ThrustEff:hi@p50,SHORT,counter,standard,42639,1938.14,402.255,974,76.9,77.1,76.9,1.194,-538.9,6,22,14,6,4,4,0,70.6,False,none
F13,Micro_ThrustEff:hi@p60,LONG,aligned,standard,34917,1587.14,329.406,790,80.9,81.1,80.9,1.277,-575.3,5,22,14,6,4,2,0,67.6,False,none
F13,Micro_ThrustEff:hi@p60,LONG,counter,standard,26419,1200.86,249.236,708,84.7,85.1,84.7,1.497,-268.6,6,22,17,6,6,3,1,85.3,False,none
F13,Micro_ThrustEff:hi@p60,SHORT,aligned,standard,26419,1200.86,249.236,750,75.1,75.1,75.1,1.087,-332.9,3,22,12,6,4,2,1,55.9,False,none
F13,Micro_ThrustEff:hi@p60,SHORT,counter,standard,34917,1587.14,329.406,892,76.7,76.8,76.7,1.174,-572.8,5,22,15,6,4,3,0,70.6,False,none
F13,Micro_ThrustEff:hi@p70,LONG,aligned,standard,26888,1222.18,253.66,714,80.5,80.6,80.5,1.194,-591.9,5,22,14,6,3,1,0,64.7,False,none
F13,Micro_ThrustEff:hi@p70,LONG,counter,standard,18888,858.55,178.189,577,86.3,86.6,86.3,1.554,-365.6,6,22,19,6,5,2,0,88.2,False,none
F13,Micro_ThrustEff:hi@p70,SHORT,aligned,standard,18888,858.55,178.189,623,75.0,74.9,75.0,1.027,-442.0,3,22,13,6,4,1,0,58.8,False,none
F13,Micro_ThrustEff:hi@p70,SHORT,counter,standard,26888,1222.18,253.66,785,75.4,75.6,75.4,1.12,-565.3,4,22,14,6,4,3,0,64.7,False,none
F13,Micro_ThrustEff:hi@p80,LONG,aligned,standard,18678,849.0,176.208,580,81.0,81.2,81.0,1.193,-607.7,4,22,13,6,3,1,0,58.8,False,none
F13,Micro_ThrustEff:hi@p80,LONG,counter,standard,11833,537.86,111.632,437,84.9,85.1,84.9,1.364,-270.5,5,22,16,6,5,1,0,76.5,False,none
F13,Micro_ThrustEff:hi@p80,SHORT,aligned,standard,11833,537.86,111.632,472,76.9,76.9,76.9,1.148,-303.8,4,22,14,6,5,1,0,67.6,False,none
F13,Micro_ThrustEff:hi@p80,SHORT,counter,standard,18678,849.0,176.208,659,76.8,77.0,76.8,1.237,-515.3,4,22,14,6,4,3,0,64.7,False,none
F13,Micro_ThrustEff:hi@p90,LONG,aligned,standard,9968,453.09,94.038,395,82.3,82.5,82.3,1.268,-559.2,4,22,16,6,4,1,0,70.6,False,none
F13,Micro_ThrustEff:hi@p90,LONG,counter,standard,5319,241.77,50.179,226,85.8,85.8,85.8,1.595,-278.4,4,22,16,6,5,0,0,73.5,False,none
F13,Micro_ThrustEff:hi@p90,SHORT,aligned,standard,5319,241.77,50.179,238,79.0,79.0,79.0,1.235,-255.0,3,22,13,6,5,0,0,61.8,False,none
F13,Micro_ThrustEff:hi@p90,SHORT,counter,standard,9968,453.09,94.038,449,75.3,75.2,75.3,1.107,-519.9,3,22,13,6,2,1,0,52.9,False,none
F13,Micro_ThrustEff:hi@p95,LONG,aligned,standard,5385,244.77,50.802,245,80.0,80.0,80.0,1.167,-459.0,3,21,13,6,3,0,0,57.6,False,none
F13,Micro_ThrustEff:hi@p95,LONG,counter,standard,2464,112.0,23.245,105,85.7,85.7,85.7,1.428,-212.8,4,21,13,5,4,0,0,65.6,False,none
F13,Micro_ThrustEff:hi@p95,SHORT,aligned,standard,2464,112.0,23.245,112,81.2,81.2,81.2,1.426,-223.2,4,21,16,5,4,0,0,75.0,False,none
F13,Micro_ThrustEff:hi@p95,SHORT,counter,standard,5385,244.77,50.802,278,75.5,75.5,75.5,1.138,-351.5,5,21,14,6,4,0,0,69.7,False,none
F13,Micro_ThrustEff:hi@p97,LONG,aligned,standard,3446,156.64,32.509,167,80.8,80.8,80.8,1.202,-406.2,3,20,13,6,3,0,0,59.4,False,none
F13,Micro_ThrustEff:hi@p97,LONG,counter,standard,1447,65.77,13.651,64,81.2,81.2,81.2,1.057,-306.0,4,19,12,5,2,0,0,60.0,False,none
F13,Micro_ThrustEff:hi@p97,SHORT,aligned,standard,1447,65.77,13.651,66,81.8,81.8,81.8,1.613,-223.2,4,19,15,5,4,0,0,76.7,False,none
F13,Micro_ThrustEff:hi@p97,SHORT,counter,standard,3446,156.64,32.509,181,75.7,75.7,75.7,1.265,-221.0,6,20,13,6,4,0,0,71.9,False,none
F13,Micro_ThrustEff:hi@p99,LONG,aligned,standard,1412,64.18,13.321,61,88.5,88.5,88.5,2.518,-153.0,5,17,14,5,4,0,0,82.1,False,none
F13,Micro_ThrustEff:hi@p99,LONG,counter,standard,485,22.05,4.575,18,88.9,88.9,88.9,1.566,-153.0,3,11,9,5,3,0,0,71.4,False,none
F13,Micro_ThrustEff:hi@p99,SHORT,aligned,standard,485,22.05,4.575,18,83.3,83.3,83.3,2.397,-98.7,4,11,9,5,4,0,0,81.0,False,none
F13,Micro_ThrustEff:hi@p99,SHORT,counter,standard,1412,64.18,13.321,68,76.5,76.5,76.5,1.184,-306.0,5,17,12,5,3,0,0,71.4,False,none
F13,Micro_ThrustEff:lo@p50,LONG,aligned,standard,33578,1526.27,316.774,843,75.7,75.8,75.7,1.058,-563.0,5,22,12,6,3,1,0,58.8,False,none
F13,Micro_ThrustEff:lo@p50,LONG,counter,standard,42139,1915.41,397.538,1046,79.8,79.8,79.8,1.236,-492.0,5,22,13,6,5,3,1,67.6,False,none
F13,Micro_ThrustEff:lo@p50,SHORT,aligned,standard,42139,1915.41,397.538,974,80.3,80.5,80.3,1.093,-484.5,4,22,11,6,3,4,1,52.9,False,none
F13,Micro_ThrustEff:lo@p50,SHORT,counter,standard,33578,1526.27,316.774,737,81.1,81.2,81.1,1.193,-616.1,4,22,13,6,5,2,0,64.7,False,none
F13,Micro_ThrustEff:lo@p40,LONG,aligned,standard,26100,1186.36,246.226,731,77.6,77.7,77.6,1.153,-524.7,5,22,14,6,4,1,0,67.6,False,none
F13,Micro_ThrustEff:lo@p40,LONG,counter,standard,34587,1572.14,326.292,955,79.6,79.5,79.6,1.214,-662.4,4,22,13,6,5,3,1,64.7,False,none
F13,Micro_ThrustEff:lo@p40,SHORT,aligned,standard,34587,1572.14,326.292,905,80.2,80.5,80.2,1.041,-484.5,3,22,11,6,3,4,1,50.0,False,none
F13,Micro_ThrustEff:lo@p40,SHORT,counter,standard,26100,1186.36,246.226,618,80.9,80.9,80.9,1.164,-569.6,4,22,13,6,5,1,0,64.7,False,none
F13,Micro_ThrustEff:lo@p30,LONG,aligned,standard,18821,855.5,177.557,597,76.5,76.7,76.5,1.065,-549.2,4,22,14,6,4,1,0,64.7,False,none
F13,Micro_ThrustEff:lo@p30,LONG,counter,standard,26505,1204.77,250.047,833,79.4,79.3,79.4,1.216,-615.3,5,22,13,6,5,3,1,67.6,False,none
F13,Micro_ThrustEff:lo@p30,SHORT,aligned,standard,26505,1204.77,250.047,768,80.3,80.6,80.3,1.029,-625.2,3,22,11,6,3,4,1,50.0,False,none
F13,Micro_ThrustEff:lo@p30,SHORT,counter,standard,18821,855.5,177.557,532,82.3,82.5,82.3,1.227,-372.4,5,22,12,6,5,2,0,64.7,False,none
F13,Micro_ThrustEff:lo@p20,LONG,aligned,standard,11854,538.82,111.83,438,75.8,76.0,75.8,1.017,-324.0,4,22,13,6,3,1,0,58.8,False,none
