family,signal_def,direction,d2d_mode,gating,total_firings,firings_per_week,firings_per_day,trades,wr_post_fc,wr_pre_fc,WR,agg_pf,worst_day_usd,folds_plus,weeks_present,weeks_won,weekdays_present,weekdays_won,exit_FC,exit_EOD,persistence,survival,tier
F13,OR_High_Dist_ATR:hi@p50,LONG,aligned,standard,24579,1117.23,231.877,972,78.3,78.4,78.3,1.125,-613.3,4,22,12,5,4,1,0,60.6,False,none
F13,OR_High_Dist_ATR:hi@p50,LONG,counter,standard,26280,1194.55,247.925,1063,81.5,81.5,81.5,1.361,-677.1,6,22,17,5,5,5,1,84.8,False,none
F13,OR_High_Dist_ATR:hi@p50,SHORT,aligned,standard,26280,1194.55,247.925,1078,77.9,78.1,77.9,1.061,-597.7,4,22,11,5,2,4,1,51.5,False,none
F13,OR_High_Dist_ATR:hi@p50,SHORT,counter,standard,24579,1117.23,231.877,974,78.0,78.2,78.0,1.191,-508.5,3,22,11,5,3,4,0,51.5,False,none
F13,OR_High_Dist_ATR:hi@p60,LONG,aligned,standard,19099,868.14,180.179,743,78.6,78.7,78.6,1.177,-613.3,5,22,12,5,4,1,0,63.6,False,none
F13,OR_High_Dist_ATR:hi@p60,LONG,counter,standard,22075,1003.41,208.255,911,82.5,82.5,82.5,1.516,-581.9,6,22,18,5,5,3,1,87.9,False,none
F13,OR_High_Dist_ATR:hi@p60,SHORT,aligned,standard,22075,1003.41,208.255,931,78.3,78.5,78.3,1.042,-597.7,4,22,13,5,2,2,1,57.6,False,none
F13,OR_High_Dist_ATR:hi@p60,SHORT,counter,standard,19099,868.14,180.179,767,77.3,77.5,77.3,1.075,-413.6,3,22,11,5,3,3,0,51.5,False,none
F13,OR_High_Dist_ATR:hi@p70,LONG,aligned,standard,13727,623.95,129.5,546,79.9,80.0,79.9,1.241,-405.6,5,20,11,5,4,1,0,64.5,False,none
F13,OR_High_Dist_ATR:hi@p70,LONG,counter,standard,16646,756.64,157.038,692,81.5,81.6,81.5,1.525,-455.5,6,22,20,5,5,2,1,93.9,False,none
F13,OR_High_Dist_ATR:hi@p70,SHORT,aligned,standard,16646,756.64,157.038,663,78.6,78.6,78.6,1.035,-692.8,3,22,13,5,2,0,1,54.5,False,none
F13,OR_High_Dist_ATR:hi@p70,SHORT,counter,standard,13727,623.95,129.5,527,79.1,79.1,79.1,1.178,-310.0,3,20,13,5,4,1,0,64.5,False,none
F13,OR_High_Dist_ATR:hi@p80,LONG,aligned,standard,9363,425.59,88.33,318,81.8,81.8,81.8,1.294,-206.2,5,18,10,5,4,0,0,65.5,False,none
F13,OR_High_Dist_ATR:hi@p80,LONG,counter,standard,11317,514.41,106.764,430,80.9,81.1,80.9,1.48,-399.6,5,21,14,5,4,2,1,71.9,False,none
F13,OR_High_Dist_ATR:hi@p80,SHORT,aligned,standard,11317,514.41,106.764,411,77.6,77.6,77.6,1.008,-348.9,3,21,8,5,2,0,1,40.6,False,none
F13,OR_High_Dist_ATR:hi@p80,SHORT,counter,standard,9363,425.59,88.33,327,78.0,78.2,78.0,1.064,-319.9,3,18,11,5,2,1,0,55.2,False,none
F13,OR_High_Dist_ATR:hi@p90,LONG,aligned,standard,5521,250.95,52.085,160,80.6,80.6,80.6,1.17,-282.9,4,15,9,5,2,0,0,60.0,False,none
F13,OR_High_Dist_ATR:hi@p90,LONG,counter,standard,6032,274.18,56.906,225,80.9,80.9,80.9,1.485,-182.3,5,16,13,5,4,0,0,84.6,False,none
F13,OR_High_Dist_ATR:hi@p90,SHORT,aligned,standard,6032,274.18,56.906,214,76.6,76.6,76.6,0.942,-337.2,2,16,8,5,3,0,0,50.0,False,none
F13,OR_High_Dist_ATR:hi@p90,SHORT,counter,standard,5521,250.95,52.085,150,78.7,78.7,78.7,1.189,-229.1,3,15,10,5,3,0,0,64.0,False,none
F13,OR_High_Dist_ATR:hi@p95,LONG,aligned,standard,3478,158.09,32.811,77,72.7,72.7,72.7,0.663,-206.3,1,13,5,5,1,0,0,30.4,False,none
F13,OR_High_Dist_ATR:hi@p95,LONG,counter,standard,3643,165.59,34.368,134,81.3,81.3,81.3,1.281,-140.3,5,13,8,5,4,0,0,73.9,False,none
F13,OR_High_Dist_ATR:hi@p95,SHORT,aligned,standard,3643,165.59,34.368,112,78.6,78.6,78.6,0.926,-237.1,1,13,6,5,2,0,0,39.1,False,none
F13,OR_High_Dist_ATR:hi@p95,SHORT,counter,standard,3478,158.09,32.811,71,78.9,78.9,78.9,1.378,-234.2,4,13,10,5,3,0,0,73.9,False,none
F13,OR_High_Dist_ATR:hi@p97,LONG,aligned,standard,2784,126.55,26.264,52,76.9,76.9,76.9,0.843,-168.7,2,11,7,5,2,0,0,55.0,False,none
F13,OR_High_Dist_ATR:hi@p97,LONG,counter,standard,2879,130.86,27.16,101,79.2,79.2,79.2,1.062,-107.5,3,8,3,5,2,0,0,44.4,False,none
F13,OR_High_Dist_ATR:hi@p97,SHORT,aligned,standard,2879,130.86,27.16,89,79.8,79.8,79.8,1.282,-164.0,2,8,4,5,4,0,0,55.6,False,none
F13,OR_High_Dist_ATR:hi@p97,SHORT,counter,standard,2784,126.55,26.264,50,82.0,82.0,82.0,1.418,-146.5,3,11,9,5,3,0,0,75.0,False,none
F13,OR_High_Dist_ATR:hi@p99,LONG,aligned,standard,1925,87.5,18.16,21,76.2,76.2,76.2,0.606,-79.3,0,7,2,5,1,0,0,20.0,False,none
F13,OR_High_Dist_ATR:hi@p99,LONG,counter,standard,2017,91.68,19.028,59,81.4,81.4,81.4,1.196,-114.7,2,6,3,5,3,0,0,57.1,False,none
F13,OR_High_Dist_ATR:hi@p99,SHORT,aligned,standard,2017,91.68,19.028,52,73.1,73.1,73.1,0.774,-141.9,0,6,2,5,1,0,0,21.4,False,none
F13,OR_High_Dist_ATR:hi@p99,SHORT,counter,standard,1925,87.5,18.16,23,87.0,87.0,87.0,1.783,-58.1,2,7,5,5,4,0,0,73.3,False,none
F13,OR_High_Dist_ATR:lo@p50,LONG,aligned,standard,31603,1436.5,298.142,172,80.2,80.2,80.2,1.184,-263.3,3,19,10,5,2,0,0,50.0,False,none
F13,OR_High_Dist_ATR:lo@p50,LONG,counter,standard,30269,1375.86,285.557,191,83.8,83.8,83.8,1.534,-233.2,6,17,14,6,6,0,0,89.7,False,none
F13,OR_High_Dist_ATR:lo@p50,SHORT,aligned,standard,30269,1375.86,285.557,175,78.9,78.7,78.9,1.31,-308.3,4,17,11,6,4,1,0,65.5,False,none
F13,OR_High_Dist_ATR:lo@p50,SHORT,counter,standard,31603,1436.5,298.142,202,83.2,83.2,83.2,1.387,-411.1,4,19,16,5,3,0,0,76.7,False,none
F13,OR_High_Dist_ATR:lo@p40,LONG,aligned,standard,12710,577.73,119.906,54,87.0,87.0,87.0,1.958,-153.0,4,9,6,5,5,0,0,78.9,False,none
F13,OR_High_Dist_ATR:lo@p40,LONG,counter,standard,12333,560.59,116.349,53,81.1,81.1,81.1,1.421,-238.2,4,9,6,5,4,0,0,70.0,False,none
