family,signal_def,direction,d2d_mode,gating,total_firings,firings_per_week,firings_per_day,trades,wr_post_fc,wr_pre_fc,WR,agg_pf,worst_day_usd,folds_plus,weeks_present,weeks_won,weekdays_present,weekdays_won,exit_FC,exit_EOD,persistence,survival,tier
F13,Trend_Conflict:==0,LONG,aligned,standard,56922,2587.36,537.0,998,79.6,79.7,79.6,1.233,-561.4,5,22,15,6,4,2,0,70.6,False,none
F13,Trend_Conflict:==0,LONG,counter,standard,57233,2601.5,539.934,1075,81.8,81.7,81.8,1.39,-697.6,6,22,16,6,6,3,1,82.4,False,none
F13,Trend_Conflict:==0,SHORT,aligned,standard,57233,2601.5,539.934,1056,77.2,77.4,77.2,1.05,-457.3,3,22,12,6,5,3,1,58.8,False,none
F13,Trend_Conflict:==0,SHORT,counter,standard,56922,2587.36,537.0,1000,77.8,77.9,77.8,1.093,-454.3,3,22,13,6,3,3,0,55.9,False,none
F13,Trend_Conflict:==1,LONG,aligned,standard,19605,891.14,184.953,327,76.5,76.9,76.5,1.114,-291.6,5,22,14,5,2,2,0,63.6,False,none
F13,Trend_Conflict:==1,LONG,counter,standard,19201,872.77,181.142,377,81.4,81.6,81.4,1.271,-203.3,4,22,14,6,6,1,0,70.6,False,none
F13,Trend_Conflict:==1,SHORT,aligned,standard,19201,872.77,181.142,395,80.8,80.7,80.8,1.055,-535.1,3,22,11,6,3,1,0,50.0,False,none
F13,Trend_Conflict:==1,SHORT,counter,standard,19605,891.14,184.953,336,83.0,83.3,83.0,1.703,-220.7,5,22,18,5,5,1,0,84.8,False,none
F13,VAH_Side:==-1,LONG,aligned,standard,5177,235.32,48.84,6,83.3,83.3,83.3,0.988,-138.1,2,4,3,3,2,0,0,70.0,False,none
F13,VAH_Side:==-1,LONG,counter,standard,23791,1081.41,224.443,363,78.8,78.8,78.8,1.123,-253.0,3,22,10,5,4,0,0,51.5,False,none
F13,VAH_Side:==-1,SHORT,aligned,standard,23791,1081.41,224.443,315,81.0,81.0,81.0,1.034,-306.6,4,22,9,5,4,0,0,51.5,False,none
F13,VAH_Side:==-1,SHORT,counter,standard,5177,235.32,48.84,5,60.0,60.0,60.0,0.267,-153.0,1,4,2,3,1,0,0,40.0,False,none
F13,VAH_Side:==0,LONG,aligned,standard,294,13.36,2.774,4,50.0,50.0,50.0,0.342,-146.0,1,3,1,3,1,0,0,37.5,False,none
F13,VAH_Side:==0,LONG,counter,standard,1063,48.32,10.028,153,86.3,86.3,86.3,1.991,-212.8,6,21,14,6,4,0,0,72.7,False,none
F13,VAH_Side:==0,SHORT,aligned,standard,1063,48.32,10.028,153,79.1,79.1,79.1,1.161,-236.4,4,21,12,6,5,0,0,63.6,False,none
F13,VAH_Side:==0,SHORT,counter,standard,294,13.36,2.774,3,100.0,100.0,100.0,999.0,32.9,2,3,3,3,3,0,0,100.0,True,STAR
F13,VAH_Side:==1,LONG,aligned,standard,71056,3229.82,670.34,1154,79.4,79.4,79.4,1.217,-613.3,5,22,13,6,5,1,0,67.6,False,none
F13,VAH_Side:==1,LONG,counter,standard,51580,2344.55,486.604,1144,82.2,82.2,82.2,1.362,-438.8,6,22,18,6,5,5,1,85.3,False,none
F13,VAH_Side:==1,SHORT,aligned,standard,51580,2344.55,486.604,1123,77.5,77.7,77.5,1.082,-489.5,4,22,13,6,3,4,1,58.8,False,none
F13,VAH_Side:==1,SHORT,counter,standard,71056,3229.82,670.34,1197,78.4,78.6,78.4,1.175,-492.9,4,22,14,6,4,4,0,64.7,False,none
