family,signal_def,direction,d2d_mode,gating,total_firings,firings_per_week,firings_per_day,trades,wr_post_fc,wr_pre_fc,WR,agg_pf,worst_day_usd,folds_plus,weeks_present,weeks_won,weekdays_present,weekdays_won,exit_FC,exit_EOD,persistence,survival,tier
F13,AT_Score_LT:hi@p50,LONG,aligned,standard,12240,556.36,115.472,115,78.3,78.3,78.3,0.996,-233.1,3,17,11,5,2,0,0,59.3,False,none
F13,AT_Score_LT:hi@p50,LONG,counter,standard,7763,352.86,73.236,92,79.3,78.9,79.3,1.415,-230.0,5,18,13,5,3,2,0,72.4,False,none
F13,AT_Score_LT:hi@p50,SHORT,aligned,standard,7763,352.86,73.236,86,83.7,84.7,83.7,1.791,-111.0,5,18,14,5,3,1,0,75.9,False,none
F13,AT_Score_LT:hi@p50,SHORT,counter,standard,12240,556.36,115.472,114,78.9,78.9,78.9,1.332,-398.9,4,17,12,5,3,0,0,70.4,False,none
F13,AT_Score_LT:hi@p60,LONG,aligned,standard,12240,556.36,115.472,115,78.3,78.3,78.3,0.996,-233.1,3,17,11,5,2,0,0,59.3,False,none
F13,AT_Score_LT:hi@p60,LONG,counter,standard,7763,352.86,73.236,92,79.3,78.9,79.3,1.415,-230.0,5,18,13,5,3,2,0,72.4,False,none
F13,AT_Score_LT:hi@p60,SHORT,aligned,standard,7763,352.86,73.236,86,83.7,84.7,83.7,1.791,-111.0,5,18,14,5,3,1,0,75.9,False,none
F13,AT_Score_LT:hi@p60,SHORT,counter,standard,12240,556.36,115.472,114,78.9,78.9,78.9,1.332,-398.9,4,17,12,5,3,0,0,70.4,False,none
F13,AT_Score_LT:hi@p70,LONG,aligned,standard,12214,555.18,115.226,115,78.3,78.3,78.3,0.996,-233.1,3,17,11,5,2,0,0,59.3,False,none
F13,AT_Score_LT:hi@p70,LONG,counter,standard,7710,350.45,72.736,90,78.9,78.4,78.9,1.395,-230.0,4,17,12,5,3,2,0,67.9,False,none
F13,AT_Score_LT:hi@p70,SHORT,aligned,standard,7710,350.45,72.736,84,83.3,84.3,83.3,1.762,-111.0,5,17,13,5,3,1,0,75.0,False,none
F13,AT_Score_LT:hi@p70,SHORT,counter,standard,12214,555.18,115.226,114,78.9,78.9,78.9,1.332,-398.9,4,17,12,5,3,0,0,70.4,False,none
F13,AT_Score_LT:hi@p80,LONG,aligned,standard,11226,510.27,105.906,110,79.1,79.1,79.1,1.036,-153.0,3,17,11,5,2,0,0,59.3,False,none
F13,AT_Score_LT:hi@p80,LONG,counter,standard,6840,310.91,64.528,77,77.9,77.3,77.9,1.384,-185.7,4,16,11,5,3,2,0,66.7,False,none
F13,AT_Score_LT:hi@p80,SHORT,aligned,standard,6840,310.91,64.528,75,82.7,83.8,82.7,1.659,-153.0,5,16,12,5,3,1,0,74.1,False,none
F13,AT_Score_LT:hi@p80,SHORT,counter,standard,11226,510.27,105.906,108,77.8,77.8,77.8,1.285,-310.5,4,17,12,5,3,0,0,70.4,False,none
F13,AT_Score_LT:hi@p90,LONG,aligned,standard,8968,407.64,84.604,83,78.3,78.3,78.3,1.063,-153.0,3,14,10,5,2,0,0,62.5,False,none
F13,AT_Score_LT:hi@p90,LONG,counter,standard,5157,234.41,48.651,65,75.4,74.6,75.4,1.047,-185.7,3,15,9,5,3,2,0,57.7,False,none
F13,AT_Score_LT:hi@p90,SHORT,aligned,standard,5157,234.41,48.651,68,85.3,86.6,85.3,2.251,-111.0,6,15,12,5,5,1,0,88.5,False,none
F13,AT_Score_LT:hi@p90,SHORT,counter,standard,8968,407.64,84.604,84,79.8,79.8,79.8,1.373,-270.6,4,14,11,5,3,0,0,75.0,False,none
F13,AT_Score_LT:hi@p95,LONG,aligned,standard,6608,300.36,62.34,68,77.9,77.9,77.9,1.045,-153.0,2,14,9,5,3,0,0,58.3,False,none
F13,AT_Score_LT:hi@p95,LONG,counter,standard,3562,161.91,33.604,46,80.4,80.0,80.4,1.026,-145.0,3,14,8,5,2,1,0,52.0,False,none
