family,signal_def,direction,d2d_mode,gating,total_firings,firings_per_week,firings_per_day,trades,wr_post_fc,wr_pre_fc,WR,agg_pf,worst_day_usd,folds_plus,weeks_present,weeks_won,weekdays_present,weekdays_won,exit_FC,exit_EOD,persistence,survival,tier
F13,Slope_Accel_ST:hi@p50,LONG,aligned,standard,30150,1370.45,284.434,757,77.9,78.0,77.9,1.137,-690.2,3,22,13,6,4,1,0,58.8,False,none
F13,Slope_Accel_ST:hi@p50,LONG,counter,standard,34543,1570.14,325.877,771,82.2,82.2,82.2,1.321,-432.9,6,22,19,6,5,0,1,88.2,False,none
F13,Slope_Accel_ST:hi@p50,SHORT,aligned,standard,34543,1570.14,325.877,818,76.8,76.8,76.8,1.064,-466.3,4,22,13,6,4,2,1,61.8,False,none
F13,Slope_Accel_ST:hi@p50,SHORT,counter,standard,30150,1370.45,284.434,805,77.9,78.1,77.9,1.204,-404.6,5,22,14,6,3,3,0,64.7,False,none
F13,Slope_Accel_ST:hi@p60,LONG,aligned,standard,24257,1102.59,228.84,726,77.8,77.9,77.8,1.105,-690.2,4,22,13,6,4,1,0,61.8,False,none
F13,Slope_Accel_ST:hi@p60,LONG,counter,standard,26651,1211.41,251.425,736,82.7,82.7,82.7,1.469,-320.3,6,22,19,6,6,0,1,91.2,False,none
F13,Slope_Accel_ST:hi@p60,SHORT,aligned,standard,26651,1211.41,251.425,772,76.7,76.8,76.7,1.085,-466.3,4,22,10,6,4,2,1,52.9,False,none
F13,Slope_Accel_ST:hi@p60,SHORT,counter,standard,24257,1102.59,228.84,764,77.9,78.1,77.9,1.208,-404.6,5,22,13,6,3,3,0,61.8,False,none
F13,Slope_Accel_ST:hi@p70,LONG,aligned,standard,17135,778.86,161.651,665,77.0,77.1,77.0,1.064,-690.2,4,22,12,6,3,1,0,55.9,False,none
F13,Slope_Accel_ST:hi@p70,LONG,counter,standard,17901,813.68,168.877,659,83.0,83.0,83.0,1.547,-371.4,4,22,18,6,5,0,1,79.4,False,none
F13,Slope_Accel_ST:hi@p70,SHORT,aligned,standard,17901,813.68,168.877,695,76.4,76.5,76.4,1.031,-378.2,4,22,10,6,4,2,1,52.9,False,none
F13,Slope_Accel_ST:hi@p70,SHORT,counter,standard,17135,778.86,161.651,698,77.8,78.0,77.8,1.184,-404.6,4,22,14,6,4,3,0,64.7,False,none
F13,Slope_Accel_ST:hi@p80,LONG,aligned,standard,10758,489.0,101.491,587,76.7,76.8,76.7,1.061,-502.4,3,22,13,6,3,1,0,55.9,False,none
F13,Slope_Accel_ST:hi@p80,LONG,counter,standard,10548,479.45,99.509,590,84.1,84.1,84.1,1.668,-345.2,5,22,17,6,5,0,1,79.4,False,none
F13,Slope_Accel_ST:hi@p80,SHORT,aligned,standard,10548,479.45,99.509,599,76.5,76.6,76.5,0.988,-378.2,3,22,10,6,2,1,1,44.1,False,none
F13,Slope_Accel_ST:hi@p80,SHORT,counter,standard,10758,489.0,101.491,615,77.4,77.7,77.4,1.183,-394.4,4,22,14,6,5,2,0,67.6,False,none
F13,Slope_Accel_ST:hi@p90,LONG,aligned,standard,5206,236.64,49.113,480,77.3,77.5,77.3,1.038,-449.2,4,22,12,6,2,1,0,52.9,False,none
F13,Slope_Accel_ST:hi@p90,LONG,counter,standard,4531,205.95,42.745,451,84.5,84.5,84.5,1.718,-276.1,6,22,17,5,5,0,0,84.8,False,none
F13,Slope_Accel_ST:hi@p90,SHORT,aligned,standard,4531,205.95,42.745,445,78.2,78.2,78.2,1.061,-378.2,4,22,12,5,3,0,0,57.6,False,none
F13,Slope_Accel_ST:hi@p90,SHORT,counter,standard,5206,236.64,49.113,511,76.7,77.2,76.7,1.151,-481.3,4,22,15,6,5,3,0,70.6,False,none
F13,Slope_Accel_ST:hi@p95,LONG,aligned,standard,2763,125.59,26.066,378,77.2,77.9,77.2,1.129,-469.3,5,22,12,6,3,3,0,58.8,False,none
F13,Slope_Accel_ST:hi@p95,LONG,counter,standard,2010,91.36,18.962,289,84.4,84.4,84.4,1.805,-231.0,5,22,17,5,4,0,0,78.8,False,none
F13,Slope_Accel_ST:hi@p95,SHORT,aligned,standard,2010,91.36,18.962,298,74.8,74.8,74.8,0.861,-308.0,1,22,9,5,2,0,0,36.4,False,none
F13,Slope_Accel_ST:hi@p95,SHORT,counter,standard,2763,125.59,26.066,391,74.4,74.8,74.4,1.081,-300.1,3,22,13,6,6,2,0,64.7,False,none
F13,Slope_Accel_ST:hi@p97,LONG,aligned,standard,1747,79.41,16.481,310,77.1,77.6,77.1,1.103,-413.4,5,22,13,6,3,2,0,61.8,False,none
F13,Slope_Accel_ST:hi@p97,LONG,counter,standard,1144,52.0,10.792,203,87.7,87.7,87.7,2.294,-162.6,6,22,19,5,5,0,0,90.9,False,none
F13,Slope_Accel_ST:hi@p97,SHORT,aligned,standard,1144,52.0,10.792,205,76.6,76.6,76.6,1.017,-190.1,3,22,12,5,3,0,0,54.5,False,none
F13,Slope_Accel_ST:hi@p97,SHORT,counter,standard,1747,79.41,16.481,319,75.9,76.1,75.9,1.104,-333.5,4,22,13,6,5,1,0,64.7,False,none
F13,Slope_Accel_ST:hi@p99,LONG,aligned,standard,713,32.41,6.726,165,78.8,79.8,78.8,1.204,-356.0,4,22,12,5,3,2,0,57.6,False,none
F13,Slope_Accel_ST:hi@p99,LONG,counter,standard,394,17.91,3.717,91,87.9,87.9,87.9,2.122,-153.0,6,21,15,5,4,0,0,78.1,False,none
F13,Slope_Accel_ST:hi@p99,SHORT,aligned,standard,394,17.91,3.717,95,80.0,80.0,80.0,1.342,-153.0,4,21,11,5,3,0,0,56.2,False,none
F13,Slope_Accel_ST:hi@p99,SHORT,counter,standard,713,32.41,6.726,179,75.4,75.4,75.4,1.073,-287.7,2,22,14,5,4,0,0,60.6,False,none
F13,Slope_Accel_ST:lo@p50,LONG,aligned,standard,34577,1571.68,326.198,797,78.4,78.6,78.4,1.177,-474.6,6,22,12,5,4,2,0,66.7,False,none
F13,Slope_Accel_ST:lo@p50,LONG,counter,standard,31478,1430.82,296.962,890,81.1,81.1,81.1,1.369,-415.2,5,22,16,6,5,5,1,76.5,False,none
F13,Slope_Accel_ST:lo@p50,SHORT,aligned,standard,31478,1430.82,296.962,848,77.9,78.3,77.9,0.999,-550.5,2,22,11,6,3,5,1,47.1,False,none
F13,Slope_Accel_ST:lo@p50,SHORT,counter,standard,34577,1571.68,326.198,693,81.4,81.4,81.4,1.345,-465.4,5,22,15,5,5,0,0,75.8,False,none
F13,Slope_Accel_ST:lo@p40,LONG,aligned,standard,25557,1161.68,241.104,744,78.2,78.4,78.2,1.178,-487.0,4,22,12,5,4,2,0,60.6,False,none
F13,Slope_Accel_ST:lo@p40,LONG,counter,standard,24368,1107.64,229.887,832,81.4,81.4,81.4,1.366,-465.5,6,22,15,6,5,5,1,76.5,False,none
F13,Slope_Accel_ST:lo@p40,SHORT,aligned,standard,24368,1107.64,229.887,807,77.7,78.2,77.7,1.008,-550.5,4,22,12,6,3,5,1,55.9,False,none
F13,Slope_Accel_ST:lo@p40,SHORT,counter,standard,25557,1161.68,241.104,643,81.8,81.8,81.8,1.377,-377.2,5,22,13,5,5,0,0,69.7,False,none
F13,Slope_Accel_ST:lo@p30,LONG,aligned,standard,17040,774.55,160.755,664,78.2,78.3,78.2,1.169,-358.4,4,22,14,5,4,1,0,66.7,False,none
F13,Slope_Accel_ST:lo@p30,LONG,counter,standard,17579,799.05,165.84,760,81.4,81.5,81.4,1.363,-466.0,6,22,16,6,5,5,1,79.4,False,none
F13,Slope_Accel_ST:lo@p30,SHORT,aligned,standard,17579,799.05,165.84,751,78.4,79.0,78.4,1.039,-562.7,4,22,11,6,3,5,1,52.9,False,none
F13,Slope_Accel_ST:lo@p30,SHORT,counter,standard,17040,774.55,160.755,589,81.8,81.8,81.8,1.353,-437.5,5,22,16,5,4,0,0,75.8,False,none
F13,Slope_Accel_ST:lo@p20,LONG,aligned,standard,9895,449.77,93.349,582,77.3,77.5,77.3,1.093,-425.5,4,22,14,5,4,1,0,66.7,False,none
F13,Slope_Accel_ST:lo@p20,LONG,counter,standard,11039,501.77,104.142,674,81.2,81.3,81.2,1.325,-374.8,5,22,15,6,5,4,1,73.5,False,none
F13,Slope_Accel_ST:lo@p20,SHORT,aligned,standard,11039,501.77,104.142,662,78.4,78.8,78.4,1.042,-554.8,5,22,13,6,3,3,1,61.8,False,none
F13,Slope_Accel_ST:lo@p20,SHORT,counter,standard,9895,449.77,93.349,518,80.3,80.3,80.3,1.234,-483.8,4,22,14,5,5,0,0,69.7,False,none
F13,Slope_Accel_ST:lo@p10,LONG,aligned,standard,4199,190.86,39.613,443,77.2,77.4,77.2,1.113,-308.8,4,22,11,5,3,1,0,54.5,False,none
F13,Slope_Accel_ST:lo@p10,LONG,counter,standard,5433,246.95,51.255,530,81.7,81.6,81.7,1.384,-253.6,6,22,15,6,6,2,1,79.4,False,none
F13,Slope_Accel_ST:lo@p10,SHORT,aligned,standard,5433,246.95,51.255,522,79.1,79.4,79.1,1.101,-527.6,5,22,11,6,4,2,1,58.8,False,none
F13,Slope_Accel_ST:lo@p10,SHORT,counter,standard,4199,190.86,39.613,405,81.2,81.4,81.2,1.253,-353.3,5,22,13,5,4,1,0,66.7,False,none
F13,Slope_Accel_ST:lo@p5,LONG,aligned,standard,2078,94.45,19.604,313,75.4,75.4,75.4,1.11,-337.5,3,22,12,5,3,0,0,54.5,False,none
F13,Slope_Accel_ST:lo@p5,LONG,counter,standard,2866,130.27,27.038,402,81.1,81.0,81.1,1.364,-251.6,5,22,16,6,5,1,1,76.5,False,none
F13,Slope_Accel_ST:lo@p5,SHORT,aligned,standard,2866,130.27,27.038,404,79.7,79.9,79.7,1.06,-319.8,4,22,14,6,2,1,1,58.8,False,none
F13,Slope_Accel_ST:lo@p5,SHORT,counter,standard,2078,94.45,19.604,291,81.4,81.7,81.4,1.494,-238.9,6,22,17,5,4,1,0,81.8,False,none
F13,Slope_Accel_ST:lo@p3,LONG,aligned,standard,1232,56.0,11.623,227,74.4,74.4,74.4,1.028,-270.7,3,22,13,5,4,0,0,60.6,False,none
F13,Slope_Accel_ST:lo@p3,LONG,counter,standard,1792,81.45,16.906,311,81.7,81.6,81.7,1.367,-328.3,6,22,13,6,6,1,0,73.5,False,none
F13,Slope_Accel_ST:lo@p3,SHORT,aligned,standard,1792,81.45,16.906,323,79.3,79.5,79.3,0.978,-294.9,2,22,10,6,2,1,1,41.2,False,none
F13,Slope_Accel_ST:lo@p3,SHORT,counter,standard,1232,56.0,11.623,215,80.0,80.4,80.0,1.227,-280.0,2,22,12,5,4,1,0,54.5,False,none
F13,Slope_Accel_ST:lo@p1,LONG,aligned,standard,450,20.45,4.245,114,77.2,77.2,77.2,1.162,-184.7,3,21,12,5,2,0,0,53.1,False,none
F13,Slope_Accel_ST:lo@p1,LONG,counter,standard,703,31.95,6.632,153,79.1,79.1,79.1,1.178,-317.2,3,22,11,5,4,0,0,54.5,False,none
F13,Slope_Accel_ST:lo@p1,SHORT,aligned,standard,703,31.95,6.632,155,74.2,74.2,74.2,0.877,-304.8,2,22,9,5,2,0,1,39.4,False,none
F13,Slope_Accel_ST:lo@p1,SHORT,counter,standard,450,20.45,4.245,109,78.9,78.9,78.9,1.003,-162.2,4,21,13,5,2,0,0,59.4,False,none
