family,signal_def,direction,d2d_mode,gating,total_firings,firings_per_week,firings_per_day,trades,wr_post_fc,wr_pre_fc,WR,agg_pf,worst_day_usd,folds_plus,weeks_present,weeks_won,weekdays_present,weekdays_won,exit_FC,exit_EOD,persistence,survival,tier
F13,Harmonic_D2D_Concordance:==0,LONG,aligned,standard,38070,1730.45,359.151,752,78.2,78.3,78.2,1.302,-457.3,5,22,12,6,5,1,0,64.7,False,none
F13,Harmonic_D2D_Concordance:==0,LONG,counter,standard,42420,1928.18,400.189,812,81.7,81.8,81.7,1.28,-421.4,5,22,14,6,6,4,0,73.5,False,none
F13,Harmonic_D2D_Concordance:==0,SHORT,aligned,standard,42420,1928.18,400.189,817,78.3,78.6,78.3,1.153,-436.7,5,22,14,6,3,3,1,64.7,False,none
F13,Harmonic_D2D_Concordance:==0,SHORT,counter,standard,38070,1730.45,359.151,740,80.1,80.4,80.1,1.237,-641.3,6,22,15,6,5,2,0,76.5,False,none
F13,Harmonic_D2D_Concordance:==1,LONG,aligned,standard,38457,1748.05,362.802,723,79.3,79.5,79.3,1.112,-514.3,4,22,14,6,3,2,0,61.8,False,none
F13,Harmonic_D2D_Concordance:==1,LONG,counter,standard,34014,1546.09,320.887,765,81.7,81.7,81.7,1.454,-563.4,5,22,16,6,6,1,1,79.4,False,none
F13,Harmonic_D2D_Concordance:==1,SHORT,aligned,standard,34014,1546.09,320.887,752,79.4,79.5,79.4,1.082,-385.1,3,22,12,6,4,2,1,55.9,False,none
F13,Harmonic_D2D_Concordance:==1,SHORT,counter,standard,38457,1748.05,362.802,755,77.6,77.7,77.6,1.247,-476.5,6,22,16,6,4,2,0,76.5,False,none
F13,Harmonic_OBVf_Concordance:==0,LONG,aligned,standard,44099,2004.5,416.028,798,78.4,78.5,78.4,1.282,-462.1,5,22,14,6,5,1,0,70.6,False,none
F13,Harmonic_OBVf_Concordance:==0,LONG,counter,standard,46444,2111.09,438.151,868,82.0,82.1,82.0,1.33,-444.0,5,22,15,6,6,4,0,76.5,False,none
