family,signal_def,direction,d2d_mode,gating,total_firings,firings_per_week,firings_per_day,trades,wr_post_fc,wr_pre_fc,WR,agg_pf,worst_day_usd,folds_plus,weeks_present,weeks_won,weekdays_present,weekdays_won,exit_FC,exit_EOD,persistence,survival,tier
F13,Session_High_Side:==-1,LONG,aligned,standard,76129,3460.41,718.198,1156,79.3,79.4,79.3,1.214,-613.3,6,22,14,6,5,1,0,73.5,False,none
F13,Session_High_Side:==-1,LONG,counter,standard,76409,3473.14,720.84,1298,81.7,81.7,81.7,1.356,-645.9,6,22,19,6,6,5,1,91.2,False,none
F13,Session_High_Side:==-1,SHORT,aligned,standard,76409,3473.14,720.84,1252,78.1,78.3,78.1,1.08,-559.0,4,22,13,6,3,4,1,58.8,False,none
F13,Session_High_Side:==-1,SHORT,counter,standard,76129,3460.41,718.198,1205,78.6,78.8,78.6,1.181,-492.9,4,22,15,6,4,4,0,67.6,False,none
F13,Session_High_Side:==0,LONG,aligned,standard,398,18.09,3.755,12,75.0,75.0,75.0,0.751,-153.0,3,9,6,4,3,0,0,70.6,False,none
F13,Session_High_Side:==0,LONG,counter,standard,25,1.14,0.236,3,100.0,100.0,100.0,999.0,20.2,3,3,3,2,2,0,0,100.0,True,STAR
F13,Session_High_Side:==0,SHORT,aligned,standard,25,1.14,0.236,3,66.7,66.7,66.7,0.354,-153.0,2,3,2,2,1,0,0,62.5,False,none
F13,Session_High_Side:==0,SHORT,counter,standard,398,18.09,3.755,12,66.7,66.7,66.7,0.557,-112.8,1,9,5,4,2,0,0,47.1,False,none
F13,Session_Low_Side:==0,LONG,counter,standard,306,13.91,2.887,27,66.7,66.7,66.7,0.448,-249.0,3,15,8,4,1,0,0,48.0,False,none
F13,Session_Low_Side:==0,SHORT,aligned,standard,306,13.91,2.887,25,80.0,80.0,80.0,1.542,-153.0,5,15,11,4,3,0,0,76.0,False,none
F13,Session_Low_Side:==1,LONG,aligned,standard,76515,3477.95,721.84,1159,79.4,79.4,79.4,1.216,-613.3,6,22,14,6,5,1,0,73.5,False,none
F13,Session_Low_Side:==1,LONG,counter,standard,76128,3460.36,718.189,1294,81.7,81.7,81.7,1.361,-574.3,6,22,19,6,6,5,1,91.2,False,none
F13,Session_Low_Side:==1,SHORT,aligned,standard,76128,3460.36,718.189,1249,78.2,78.4,78.2,1.086,-559.0,4,22,13,6,3,4,1,58.8,False,none
F13,Session_Low_Side:==1,SHORT,counter,standard,76515,3477.95,721.84,1206,78.5,78.7,78.5,1.175,-492.9,4,22,14,6,4,4,0,64.7,False,none
F13,Sqz_State:==-1,LONG,aligned,standard,38009,1727.68,358.575,811,78.4,78.6,78.4,1.145,-532.6,4,22,12,6,4,2,0,58.8,False,none
F13,Sqz_State:==-1,LONG,counter,standard,37570,1707.73,354.434,903,80.8,80.8,80.8,1.352,-455.5,6,22,15,6,6,5,1,79.4,False,none
F13,Sqz_State:==-1,SHORT,aligned,standard,37570,1707.73,354.434,869,78.7,79.0,78.7,1.088,-550.7,5,22,13,6,4,4,1,64.7,False,none
F13,Sqz_State:==-1,SHORT,counter,standard,38009,1727.68,358.575,836,78.8,79.0,78.8,1.183,-499.3,3,22,15,6,3,2,0,61.8,False,none
F13,Sqz_State:==1,LONG,aligned,standard,38518,1750.82,363.377,682,77.3,77.3,77.3,1.145,-322.0,4,22,13,6,4,0,0,61.8,False,none
F13,Sqz_State:==1,LONG,counter,standard,38864,1766.55,366.642,750,82.0,82.0,82.0,1.327,-311.4,6,22,18,6,5,0,0,85.3,False,none
F13,Sqz_State:==1,SHORT,aligned,standard,38864,1766.55,366.642,740,77.6,77.6,77.6,1.055,-305.8,3,22,10,6,3,2,0,47.1,False,none
F13,Sqz_State:==1,SHORT,counter,standard,38518,1750.82,363.377,652,79.6,79.7,79.6,1.286,-411.5,6,22,14,6,6,2,0,76.5,False,none
F13,Trend_Concordance:==0,LONG,aligned,standard,19666,893.91,185.528,327,76.5,76.9,76.5,1.114,-291.6,5,22,14,5,2,2,0,63.6,False,none
F13,Trend_Concordance:==0,LONG,counter,standard,19262,875.55,181.717,377,81.4,81.6,81.4,1.271,-203.3,4,22,14,6,6,1,0,70.6,False,none
F13,Trend_Concordance:==0,SHORT,aligned,standard,19262,875.55,181.717,395,80.8,80.7,80.8,1.055,-535.1,3,22,11,6,3,1,0,50.0,False,none
F13,Trend_Concordance:==0,SHORT,counter,standard,19666,893.91,185.528,336,83.0,83.3,83.0,1.703,-220.7,5,22,18,5,5,1,0,84.8,False,none
F13,Trend_Concordance:==1,LONG,aligned,standard,56861,2584.59,536.425,998,79.6,79.7,79.6,1.233,-561.4,5,22,15,6,4,2,0,70.6,False,none
F13,Trend_Concordance:==1,LONG,counter,standard,57172,2598.73,539.358,1075,81.8,81.7,81.8,1.39,-697.6,6,22,16,6,6,3,1,82.4,False,none
F13,Trend_Concordance:==1,SHORT,aligned,standard,57172,2598.73,539.358,1056,77.2,77.4,77.2,1.05,-457.3,3,22,12,6,5,3,1,58.8,False,none
F13,Trend_Concordance:==1,SHORT,counter,standard,56861,2584.59,536.425,1000,77.8,77.9,77.8,1.093,-454.3,3,22,13,6,3,3,0,55.9,False,none
