family,signal_def,direction,d2d_mode,gating,total_firings,firings_per_week,firings_per_day,trades,wr_post_fc,wr_pre_fc,WR,agg_pf,worst_day_usd,folds_plus,weeks_present,weeks_won,weekdays_present,weekdays_won,exit_FC,exit_EOD,persistence,survival,tier
F13,PrevDay_High_Side:==-1,LONG,aligned,standard,58396,2654.36,550.906,856,80.4,80.4,80.4,1.347,-613.3,6,22,15,6,5,0,0,76.5,False,none
F13,PrevDay_High_Side:==-1,LONG,counter,standard,65356,2970.73,616.566,1105,81.9,81.9,81.9,1.376,-645.9,6,22,17,6,6,3,1,85.3,False,none
F13,PrevDay_High_Side:==-1,SHORT,aligned,standard,65356,2970.73,616.566,1069,78.1,78.2,78.1,1.099,-559.0,4,22,12,6,4,3,1,58.8,False,none
F13,PrevDay_High_Side:==-1,SHORT,counter,standard,58396,2654.36,550.906,863,78.2,78.3,78.2,1.124,-424.1,4,22,14,6,4,2,0,64.7,False,none
F13,PrevDay_High_Side:==0,LONG,aligned,standard,104,4.73,0.981,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,False,none
F13,PrevDay_High_Side:==0,LONG,counter,standard,128,5.82,1.208,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,False,none
F13,PrevDay_High_Side:==0,SHORT,aligned,standard,128,5.82,1.208,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,False,none
F13,PrevDay_High_Side:==0,SHORT,counter,standard,104,4.73,0.981,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,False,none
F13,PrevDay_High_Side:==1,LONG,aligned,standard,18027,819.41,170.066,358,77.9,78.2,77.9,1.025,-366.2,3,21,10,6,3,1,0,48.5,False,none
F13,PrevDay_High_Side:==1,LONG,counter,standard,10950,497.73,103.302,217,80.6,80.5,80.6,1.27,-211.2,4,18,12,5,2,2,0,62.1,False,none
F13,PrevDay_High_Side:==1,SHORT,aligned,standard,10950,497.73,103.302,206,78.2,78.5,78.2,1.072,-306.0,5,18,10,5,3,1,1,62.1,False,none
F13,PrevDay_High_Side:==1,SHORT,counter,standard,18027,819.41,170.066,373,79.1,79.5,79.1,1.263,-492.9,5,21,13,6,4,2,0,66.7,False,none
F13,PrevDay_Low_Side:==-1,LONG,aligned,standard,10045,456.59,94.764,237,81.9,81.9,81.9,1.557,-613.3,6,17,13,6,5,0,0,82.8,False,none
F13,PrevDay_Low_Side:==-1,LONG,counter,standard,15416,700.73,145.434,432,81.7,81.7,81.7,1.448,-320.6,5,21,16,6,5,0,0,78.8,False,none
F13,PrevDay_Low_Side:==-1,SHORT,aligned,standard,15416,700.73,145.434,436,78.2,78.2,78.2,1.118,-597.7,3,21,10,6,4,0,0,51.5,False,none
F13,PrevDay_Low_Side:==-1,SHORT,counter,standard,10045,456.59,94.764,227,76.2,76.1,76.2,1.044,-393.7,4,17,10,6,4,1,0,62.1,False,none
F13,PrevDay_Low_Side:==0,LONG,aligned,standard,102,4.64,0.962,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,False,none
F13,PrevDay_Low_Side:==0,LONG,counter,standard,131,5.95,1.236,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,False,none
F13,PrevDay_Low_Side:==0,SHORT,aligned,standard,131,5.95,1.236,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,False,none
F13,PrevDay_Low_Side:==0,SHORT,counter,standard,102,4.64,0.962,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,False,none
F13,PrevDay_Low_Side:==1,LONG,aligned,standard,66380,3017.27,626.226,958,78.8,79.0,78.8,1.158,-403.6,4,22,11,6,3,2,0,52.9,False,none
F13,PrevDay_Low_Side:==1,LONG,counter,standard,60887,2767.59,574.406,922,81.5,81.5,81.5,1.313,-416.2,6,22,15,6,6,5,1,79.4,False,none
F13,PrevDay_Low_Side:==1,SHORT,aligned,standard,60887,2767.59,574.406,866,78.4,78.7,78.4,1.105,-329.5,3,22,14,6,3,4,1,58.8,False,none
F13,PrevDay_Low_Side:==1,SHORT,counter,standard,66380,3017.27,626.226,1003,79.2,79.3,79.2,1.217,-492.9,4,22,16,6,5,2,0,73.5,False,none
F13,RangeOsc_State:==-2,LONG,aligned,standard,9866,448.45,93.075,218,81.2,81.2,81.2,1.55,-257.6,5,22,16,5,4,0,0,75.8,False,none
F13,RangeOsc_State:==-2,LONG,counter,standard,17144,779.27,161.736,290,82.8,83.0,82.8,1.389,-249.9,5,22,17,6,5,1,0,79.4,False,none
F13,RangeOsc_State:==-2,SHORT,aligned,standard,17144,779.27,161.736,294,77.9,77.9,77.9,1.077,-346.7,4,22,14,6,4,0,0,64.7,False,none
F13,RangeOsc_State:==-2,SHORT,counter,standard,9866,448.45,93.075,201,76.6,77.0,76.6,0.942,-306.0,2,22,11,5,2,1,0,45.5,False,none
F13,RangeOsc_State:==-1,LONG,aligned,standard,5616,255.27,52.981,171,78.9,78.9,78.9,1.355,-370.0,5,22,13,5,3,0,0,63.6,False,none
F13,RangeOsc_State:==-1,LONG,counter,standard,39623,1801.05,373.802,899,80.6,80.6,80.6,1.255,-607.5,5,22,15,6,6,3,1,76.5,False,none
F13,RangeOsc_State:==-1,SHORT,aligned,standard,39623,1801.05,373.802,908,78.5,78.8,78.5,1.022,-286.8,3,22,12,6,3,3,1,52.9,False,none
F13,RangeOsc_State:==-1,SHORT,counter,standard,5616,255.27,52.981,165,75.2,75.2,75.2,1.013,-212.6,3,22,14,5,3,0,0,60.6,False,none
F13,RangeOsc_State:==0,LONG,aligned,standard,59,2.68,0.557,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,False,none
F13,RangeOsc_State:==0,LONG,counter,standard,61,2.77,0.575,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,False,none
F13,RangeOsc_State:==0,SHORT,aligned,standard,61,2.77,0.575,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,False,none
F13,RangeOsc_State:==0,SHORT,counter,standard,59,2.68,0.557,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,False,none
F13,RangeOsc_State:==1,LONG,aligned,standard,44065,2002.95,415.708,838,78.2,78.3,78.2,1.107,-557.6,3,22,11,6,4,2,0,52.9,False,none
F13,RangeOsc_State:==1,LONG,counter,standard,7815,355.23,73.726,192,82.3,82.6,82.3,1.49,-272.0,3,21,11,5,4,2,0,56.2,False,none
F13,RangeOsc_State:==1,SHORT,aligned,standard,7815,355.23,73.726,175,74.9,74.7,74.9,0.992,-306.0,3,21,11,5,2,1,1,50.0,False,none
F13,RangeOsc_State:==1,SHORT,counter,standard,44065,2002.95,415.708,880,79.9,80.1,79.9,1.365,-492.9,5,22,17,6,5,4,0,79.4,False,none
F13,RangeOsc_State:==2,LONG,aligned,standard,16921,769.14,159.632,316,80.1,80.1,80.1,1.273,-421.6,4,22,16,6,4,0,0,70.6,False,none
F13,RangeOsc_State:==2,LONG,counter,standard,11791,535.95,111.236,230,80.4,80.4,80.4,1.098,-287.6,4,22,10,5,2,0,0,48.5,False,none
F13,RangeOsc_State:==2,SHORT,aligned,standard,11791,535.95,111.236,224,82.1,82.1,82.1,1.558,-255.6,5,22,14,5,4,0,0,69.7,False,none
F13,RangeOsc_State:==2,SHORT,counter,standard,16921,769.14,159.632,299,79.3,79.5,79.3,1.137,-306.0,4,22,12,6,4,1,0,58.8,False,none
F13,ST_Flip_Event:==-1,LONG,aligned,standard,1938,88.09,18.283,123,82.9,82.9,82.9,1.505,-146.6,5,22,16,5,3,0,0,72.7,False,none
F13,ST_Flip_Event:==-1,LONG,counter,standard,1634,74.27,15.415,110,80.9,80.9,80.9,1.364,-153.0,3,21,13,5,3,0,0,59.4,False,none
F13,ST_Flip_Event:==-1,SHORT,aligned,standard,1634,74.27,15.415,110,77.3,77.3,77.3,0.89,-306.0,3,21,9,5,2,0,0,43.8,False,none
F13,ST_Flip_Event:==-1,SHORT,counter,standard,1938,88.09,18.283,120,85.0,85.7,85.0,1.681,-153.0,6,22,14,5,5,1,0,75.8,False,none
F13,ST_Flip_Event:==0,LONG,aligned,standard,73016,3318.91,688.83,1135,78.8,78.9,78.8,1.206,-634.8,6,22,14,6,5,2,0,73.5,False,none
F13,ST_Flip_Event:==0,LONG,counter,standard,72801,3309.14,686.802,1278,81.8,81.9,81.8,1.369,-645.9,6,22,16,6,6,5,1,82.4,False,none
