family,signal_def,direction,d2d_mode,gating,total_firings,firings_per_week,firings_per_day,trades,wr_post_fc,wr_pre_fc,WR,agg_pf,worst_day_usd,folds_plus,weeks_present,weeks_won,weekdays_present,weekdays_won,exit_FC,exit_EOD,persistence,survival,tier
F13,OR_Position:hi,LONG,aligned,standard,16106,732.09,151.943,648,77.0,77.1,77.0,1.001,-776.0,3,22,10,5,2,1,0,45.5,False,none
F13,OR_Position:hi,LONG,counter,standard,7810,355.0,73.679,312,80.1,79.9,80.1,1.079,-272.0,3,21,11,5,3,3,1,53.1,False,none
F13,OR_Position:hi,SHORT,aligned,standard,7810,355.0,73.679,296,75.7,76.2,75.7,1.173,-306.0,5,21,11,5,3,2,1,59.4,False,none
F13,OR_Position:hi,SHORT,counter,standard,16106,732.09,151.943,656,79.7,80.0,79.7,1.389,-492.9,4,22,17,5,4,2,0,75.8,False,none
F13,OR_Position:lo,LONG,aligned,standard,6414,291.55,60.509,367,82.0,82.2,82.0,1.35,-613.3,5,21,14,5,4,1,0,71.9,False,none
F13,OR_Position:lo,LONG,counter,standard,14522,660.09,137.0,748,82.0,81.9,82.0,1.453,-677.1,6,22,17,5,5,1,0,84.8,False,none
F13,OR_Position:lo,SHORT,aligned,standard,14522,660.09,137.0,750,78.5,78.6,78.5,1.047,-597.7,4,22,12,5,3,2,0,57.6,False,none
F13,OR_Position:lo,SHORT,counter,standard,6414,291.55,60.509,369,78.3,78.5,78.3,1.06,-317.9,2,21,11,5,3,2,0,50.0,False,none
F13,VWAP_Z:hi,LONG,aligned,standard,11828,537.64,111.585,348,78.4,78.7,78.4,1.135,-286.6,3,22,12,6,3,1,0,52.9,False,none
F13,VWAP_Z:hi,LONG,counter,standard,776,35.27,7.321,33,84.8,84.8,84.8,1.218,-153.0,4,15,12,5,3,0,0,76.0,False,none
F13,VWAP_Z:hi,SHORT,aligned,standard,776,35.27,7.321,32,65.6,65.6,65.6,0.567,-223.2,2,15,8,5,2,0,0,48.0,False,none
F13,VWAP_Z:hi,SHORT,counter,standard,11828,537.64,111.585,313,78.0,78.2,78.0,1.394,-283.3,5,22,13,6,6,1,0,70.6,False,none
F13,VWAP_Z:lo,LONG,aligned,standard,269,12.23,2.538,8,75.0,75.0,75.0,0.857,-122.6,1,5,3,3,1,0,0,45.5,False,none
F13,VWAP_Z:lo,LONG,counter,standard,8242,374.64,77.755,315,81.0,81.0,81.0,1.304,-412.2,5,22,14,6,5,0,0,70.6,False,none
F13,VWAP_Z:lo,SHORT,aligned,standard,8242,374.64,77.755,316,80.4,80.4,80.4,1.071,-411.0,3,22,10,6,4,0,0,50.0,False,none
F13,VWAP_Z:lo,SHORT,counter,standard,269,12.23,2.538,6,66.7,66.7,66.7,1.295,-153.0,2,5,3,3,2,0,0,63.6,False,none
F13,ADX_Rising:==0,LONG,aligned,standard,40270,1830.45,379.906,821,77.7,77.9,77.7,1.176,-433.1,5,22,13,5,3,2,0,63.6,False,none
F13,ADX_Rising:==0,LONG,counter,standard,40699,1849.95,383.953,853,82.1,82.3,82.1,1.308,-455.8,6,22,15,6,6,2,1,79.4,False,none
F13,ADX_Rising:==0,SHORT,aligned,standard,40699,1849.95,383.953,841,77.5,77.6,77.5,1.18,-348.4,4,22,14,6,4,2,1,64.7,False,none
F13,ADX_Rising:==0,SHORT,counter,standard,40270,1830.45,379.906,698,80.9,80.9,80.9,1.31,-510.8,5,22,16,5,4,1,0,75.8,False,none
F13,ADX_Rising:==1,LONG,aligned,standard,36257,1648.05,342.047,794,79.7,79.8,79.7,1.21,-415.3,6,22,15,6,4,1,0,73.5,False,none
F13,ADX_Rising:==1,LONG,counter,standard,35735,1624.32,337.123,853,80.5,80.5,80.5,1.281,-577.9,6,22,14,6,5,3,1,73.5,False,none
F13,ADX_Rising:==1,SHORT,aligned,standard,35735,1624.32,337.123,892,79.1,79.4,79.1,1.058,-429.7,4,22,12,6,3,3,0,55.9,False,none
F13,ADX_Rising:==1,SHORT,counter,standard,36257,1648.05,342.047,818,78.1,78.5,78.1,1.245,-521.3,5,22,15,6,5,4,0,73.5,False,none
F13,AT_Regime_LT:==0,LONG,aligned,standard,47752,2170.55,450.491,703,76.2,76.4,76.2,0.981,-381.1,2,22,10,6,3,1,0,44.1,False,none
F13,AT_Regime_LT:==0,LONG,counter,standard,35372,1607.82,333.698,615,81.1,81.1,81.1,1.313,-287.5,5,22,17,5,4,5,1,78.8,False,none
F13,AT_Regime_LT:==0,SHORT,aligned,standard,35372,1607.82,333.698,561,78.4,78.7,78.4,1.17,-264.0,5,22,15,5,4,3,1,72.7,False,none
F13,AT_Regime_LT:==0,SHORT,counter,standard,47752,2170.55,450.491,718,80.8,81.0,80.8,1.412,-492.9,6,22,15,6,5,2,0,76.5,False,none
F13,AT_Regime_LT:==1,LONG,aligned,standard,28775,1307.95,271.462,496,82.7,82.7,82.7,1.548,-488.4,6,22,18,6,5,0,0,85.3,False,none
F13,AT_Regime_LT:==1,LONG,counter,standard,41062,1866.45,387.377,736,81.8,81.8,81.8,1.418,-515.5,6,22,16,6,6,0,0,82.4,False,none
F13,AT_Regime_LT:==1,SHORT,aligned,standard,41062,1866.45,387.377,765,79.3,79.3,79.3,1.066,-419.2,4,22,14,6,2,0,0,58.8,False,none
F13,AT_Regime_LT:==1,SHORT,counter,standard,28775,1307.95,271.462,519,75.1,75.2,75.1,0.945,-349.9,2,22,11,6,3,2,0,47.1,False,none
