family,signal_def,direction,d2d_mode,gating,total_firings,firings_per_week,firings_per_day,trades,wr_post_fc,wr_pre_fc,WR,agg_pf,worst_day_usd,folds_plus,weeks_present,weeks_won,weekdays_present,weekdays_won,exit_FC,exit_EOD,persistence,survival,tier
F13,AT_Regime_ST:==0,LONG,aligned,standard,61866,2812.09,583.642,1027,79.5,79.5,79.5,1.178,-638.2,5,22,13,6,5,1,0,67.6,False,none
F13,AT_Regime_ST:==0,LONG,counter,standard,15955,725.23,150.519,327,85.6,85.8,85.6,2.066,-382.6,6,22,18,6,6,2,0,88.2,False,none
F13,AT_Regime_ST:==0,SHORT,aligned,standard,15955,725.23,150.519,350,77.7,77.7,77.7,0.955,-475.2,3,22,10,6,3,1,0,47.1,False,none
F13,AT_Regime_ST:==0,SHORT,counter,standard,61866,2812.09,583.642,1050,78.9,79.0,78.9,1.187,-525.1,5,22,13,6,3,3,0,61.8,False,none
F13,AT_Regime_ST:==1,LONG,aligned,standard,14661,666.41,138.311,323,81.7,81.7,81.7,1.529,-389.0,6,22,14,5,4,0,0,72.7,False,none
F13,AT_Regime_ST:==1,LONG,counter,standard,60479,2749.05,570.557,1147,81.3,81.2,81.3,1.245,-645.9,5,22,13,6,6,3,1,70.6,False,none
F13,AT_Regime_ST:==1,SHORT,aligned,standard,60479,2749.05,570.557,1120,78.0,78.2,78.0,1.037,-447.8,3,22,11,6,2,3,1,47.1,False,none
F13,AT_Regime_ST:==1,SHORT,counter,standard,14661,666.41,138.311,286,76.6,77.1,76.6,1.058,-301.6,3,22,13,5,3,2,0,57.6,False,none
F13,D2D_DirStep:==-1,LONG,aligned,standard,23131,1051.41,218.217,553,77.8,77.8,77.8,1.306,-237.8,6,22,16,5,4,0,0,78.8,False,none
F13,D2D_DirStep:==-1,LONG,counter,standard,52388,2381.27,494.226,1094,81.2,81.1,81.2,1.315,-447.4,5,22,14,6,6,3,1,73.5,False,none
F13,D2D_DirStep:==-1,SHORT,aligned,standard,52388,2381.27,494.226,1026,79.1,79.4,79.1,1.069,-483.8,4,22,13,6,2,4,1,55.9,False,none
