family,signal_def,direction,d2d_mode,gating,total_firings,firings_per_week,firings_per_day,trades,wr_post_fc,wr_pre_fc,WR,agg_pf,worst_day_usd,folds_plus,weeks_present,weeks_won,weekdays_present,weekdays_won,exit_FC,exit_EOD,persistence,survival,tier
F13,D2D_ATR_MA:hi@p50,LONG,aligned,standard,23907,1086.68,225.538,1118,79.1,79.1,79.1,1.208,-613.3,6,22,15,6,5,1,0,76.5,False,none
F13,D2D_ATR_MA:hi@p50,LONG,counter,standard,27775,1262.5,262.028,1258,81.6,81.6,81.6,1.327,-645.9,6,22,18,6,6,5,1,88.2,False,none
F13,D2D_ATR_MA:hi@p50,SHORT,aligned,standard,27775,1262.5,262.028,1221,78.1,78.3,78.1,1.087,-721.5,4,22,13,6,3,4,1,58.8,False,none
F13,D2D_ATR_MA:hi@p50,SHORT,counter,standard,23907,1086.68,225.538,1160,78.4,78.5,78.4,1.158,-508.5,4,22,13,6,4,4,0,61.8,False,none
F13,D2D_ATR_MA:hi@p60,LONG,aligned,standard,19327,878.5,182.33,1088,79.0,79.1,79.0,1.217,-613.3,5,22,14,6,5,1,0,70.6,False,none
F13,D2D_ATR_MA:hi@p60,LONG,counter,standard,22413,1018.77,211.443,1232,81.7,81.7,81.7,1.36,-645.9,6,22,19,6,6,5,1,91.2,False,none
F13,D2D_ATR_MA:hi@p60,SHORT,aligned,standard,22413,1018.77,211.443,1178,77.8,77.9,77.8,1.078,-745.9,4,22,13,6,2,4,1,55.9,False,none
F13,D2D_ATR_MA:hi@p60,SHORT,counter,standard,19327,878.5,182.33,1134,78.2,78.4,78.2,1.144,-508.5,4,22,13,6,5,4,0,64.7,False,none
F13,D2D_ATR_MA:hi@p70,LONG,aligned,standard,14954,679.73,141.075,1026,78.7,78.7,78.7,1.177,-613.3,5,22,11,6,5,1,0,61.8,False,none
F13,D2D_ATR_MA:hi@p70,LONG,counter,standard,16880,767.27,159.245,1183,81.8,81.9,81.8,1.371,-645.9,6,22,18,6,6,5,1,88.2,False,none
F13,D2D_ATR_MA:hi@p70,SHORT,aligned,standard,16880,767.27,159.245,1145,77.6,77.8,77.6,1.072,-633.4,3,22,12,6,2,4,1,50.0,False,none
F13,D2D_ATR_MA:hi@p70,SHORT,counter,standard,14954,679.73,141.075,1081,78.4,78.5,78.4,1.193,-508.5,4,22,14,6,5,3,0,67.6,False,none
F13,D2D_ATR_MA:hi@p80,LONG,aligned,standard,10354,470.64,97.679,932,78.4,78.5,78.4,1.145,-613.3,5,22,12,6,4,1,0,61.8,False,none
F13,D2D_ATR_MA:hi@p80,LONG,counter,standard,11798,536.27,111.302,1055,82.0,82.1,82.0,1.373,-607.5,6,22,17,6,6,2,1,85.3,False,none
F13,D2D_ATR_MA:hi@p80,SHORT,aligned,standard,11798,536.27,111.302,998,77.2,77.2,77.2,1.041,-711.0,3,22,11,6,2,2,1,47.1,False,none
F13,D2D_ATR_MA:hi@p80,SHORT,counter,standard,10354,470.64,97.679,984,77.6,77.8,77.6,1.15,-556.2,5,22,13,6,5,2,0,67.6,False,none
F13,D2D_ATR_MA:hi@p90,LONG,aligned,standard,5674,257.91,53.528,690,79.9,79.9,79.9,1.289,-476.5,6,22,16,6,5,0,0,79.4,False,none
F13,D2D_ATR_MA:hi@p90,LONG,counter,standard,5952,270.55,56.151,714,81.4,81.5,81.4,1.393,-575.1,6,22,18,6,6,2,1,88.2,False,none
F13,D2D_ATR_MA:hi@p90,SHORT,aligned,standard,5952,270.55,56.151,684,77.2,77.4,77.2,1.049,-562.1,4,22,12,6,4,2,1,58.8,False,none
F13,D2D_ATR_MA:hi@p90,SHORT,counter,standard,5674,257.91,53.528,682,76.4,76.5,76.4,1.091,-418.4,5,22,15,5,3,1,0,69.7,False,none
F13,D2D_ATR_MA:hi@p95,LONG,aligned,standard,2921,132.77,27.557,422,77.7,77.7,77.7,1.119,-378.5,4,22,11,5,4,0,0,57.6,False,none
F13,D2D_ATR_MA:hi@p95,LONG,counter,standard,3059,139.05,28.858,410,80.2,80.2,80.2,1.391,-325.0,5,21,14,6,5,0,1,72.7,False,none
F13,D2D_ATR_MA:hi@p95,SHORT,aligned,standard,3059,139.05,28.858,418,76.3,76.5,76.3,0.965,-327.9,3,21,8,6,4,1,1,45.5,False,none
