family,signal_def,direction,d2d_mode,gating,total_firings,firings_per_week,firings_per_day,trades,wr_post_fc,wr_pre_fc,WR,agg_pf,worst_day_usd,folds_plus,weeks_present,weeks_won,weekdays_present,weekdays_won,exit_FC,exit_EOD,persistence,survival,tier
F13,TChan_A15:hi@p50,LONG,aligned,standard,25086,1140.27,236.66,997,77.7,77.7,77.7,1.136,-632.3,5,22,12,5,4,0,0,63.6,False,none
F13,TChan_A15:hi@p50,LONG,counter,standard,27554,1252.45,259.943,1183,82.3,82.3,82.3,1.398,-645.9,6,22,16,6,6,5,1,82.4,False,none
F13,TChan_A15:hi@p50,SHORT,aligned,standard,27554,1252.45,259.943,1108,78.1,78.3,78.1,1.074,-575.3,4,22,13,6,2,4,1,55.9,False,none
F13,TChan_A15:hi@p50,SHORT,counter,standard,25086,1140.27,236.66,1039,79.2,79.3,79.2,1.219,-417.8,4,22,14,5,3,2,0,63.6,False,none
F13,TChan_A15:hi@p60,LONG,aligned,standard,19594,890.64,184.849,914,77.7,77.7,77.7,1.086,-380.3,5,22,12,5,3,0,0,60.6,False,none
F13,TChan_A15:hi@p60,LONG,counter,standard,21589,981.32,203.67,1072,82.5,82.5,82.5,1.43,-645.9,6,22,17,6,6,5,1,85.3,False,none
F13,TChan_A15:hi@p60,SHORT,aligned,standard,21589,981.32,203.67,1018,77.5,77.7,77.5,1.045,-447.8,4,22,12,6,2,4,1,52.9,False,none
F13,TChan_A15:hi@p60,SHORT,counter,standard,19594,890.64,184.849,926,79.5,79.5,79.5,1.252,-370.8,5,22,16,5,4,0,0,75.8,False,none
F13,TChan_A15:hi@p70,LONG,aligned,standard,14527,660.32,137.047,808,78.2,78.2,78.2,1.142,-451.6,5,22,11,5,3,0,0,57.6,False,none
F13,TChan_A15:hi@p70,LONG,counter,standard,16038,729.0,151.302,960,82.1,82.1,82.1,1.419,-645.9,6,22,17,6,5,4,1,82.4,False,none
F13,TChan_A15:hi@p70,SHORT,aligned,standard,16038,729.0,151.302,928,77.5,77.6,77.5,1.031,-369.0,3,22,13,6,2,3,1,52.9,False,none
F13,TChan_A15:hi@p70,SHORT,counter,standard,14527,660.32,137.047,816,79.0,79.0,79.0,1.19,-437.4,5,22,14,5,3,0,0,66.7,False,none
F13,TChan_A15:hi@p80,LONG,aligned,standard,9995,454.32,94.292,668,78.0,78.0,78.0,1.142,-477.2,5,22,14,5,3,0,0,66.7,False,none
F13,TChan_A15:hi@p80,LONG,counter,standard,10912,496.0,102.943,796,82.0,82.1,82.0,1.424,-645.9,6,22,20,6,5,3,1,91.2,False,none
F13,TChan_A15:hi@p80,SHORT,aligned,standard,10912,496.0,102.943,766,77.4,77.6,77.4,1.043,-357.5,4,22,14,6,2,3,1,58.8,False,none
F13,TChan_A15:hi@p80,SHORT,counter,standard,9995,454.32,94.292,665,77.3,77.3,77.3,1.148,-548.5,4,22,14,5,3,0,0,63.6,False,none
F13,TChan_A15:hi@p90,LONG,aligned,standard,5368,244.0,50.642,420,79.5,79.5,79.5,1.29,-341.2,5,22,15,5,4,0,0,72.7,False,none
F13,TChan_A15:hi@p90,LONG,counter,standard,5694,258.82,53.717,502,81.9,82.0,81.9,1.455,-651.6,4,22,18,5,5,1,1,81.8,False,none
F13,TChan_A15:hi@p90,SHORT,aligned,standard,5694,258.82,53.717,477,78.6,78.6,78.6,1.128,-320.2,5,22,13,5,2,1,1,60.6,False,none
F13,TChan_A15:hi@p90,SHORT,counter,standard,5368,244.0,50.642,407,76.7,76.7,76.7,1.08,-495.6,4,22,12,5,3,0,0,57.6,False,none
F13,TChan_A15:hi@p95,LONG,aligned,standard,2884,131.09,27.208,293,80.9,80.9,80.9,1.28,-360.3,5,22,15,5,5,0,0,75.8,False,none
F13,TChan_A15:hi@p95,LONG,counter,standard,3137,142.59,29.594,312,80.4,80.7,80.4,1.258,-636.3,5,21,16,5,4,1,1,78.1,False,none
F13,TChan_A15:hi@p95,SHORT,aligned,standard,3137,142.59,29.594,295,77.6,77.6,77.6,1.235,-265.6,5,21,14,5,3,1,1,68.8,False,none
F13,TChan_A15:hi@p95,SHORT,counter,standard,2884,131.09,27.208,251,75.3,75.3,75.3,1.007,-299.5,3,22,14,5,3,0,0,60.6,False,none
F13,TChan_A15:hi@p97,LONG,aligned,standard,1946,88.45,18.358,215,80.0,80.0,80.0,1.152,-249.8,4,21,11,5,4,0,0,59.4,False,none
F13,TChan_A15:hi@p97,LONG,counter,standard,2087,94.86,19.689,222,81.1,81.4,81.1,1.187,-376.8,4,21,12,5,4,1,1,62.5,False,none
F13,TChan_A15:hi@p97,SHORT,aligned,standard,2087,94.86,19.689,204,77.5,77.3,77.5,1.184,-309.4,4,21,10,5,3,1,1,53.1,False,none
F13,TChan_A15:hi@p97,SHORT,counter,standard,1946,88.45,18.358,175,75.4,75.4,75.4,1.044,-390.8,3,21,12,5,3,0,0,56.2,False,none
F13,TChan_A15:hi@p99,LONG,aligned,standard,1013,46.05,9.557,120,84.2,84.2,84.2,1.746,-162.3,6,16,12,5,4,0,0,81.5,False,none
F13,TChan_A15:hi@p99,LONG,counter,standard,1202,54.64,11.34,108,75.9,75.9,75.9,0.868,-319.4,4,18,8,5,3,0,1,51.7,False,none
F13,TChan_A15:hi@p99,SHORT,aligned,standard,1202,54.64,11.34,118,83.1,83.1,83.1,1.626,-153.0,4,18,11,5,3,0,1,62.1,False,none
F13,TChan_A15:hi@p99,SHORT,counter,standard,1013,46.05,9.557,88,72.7,72.7,72.7,0.694,-409.2,2,16,7,5,2,0,0,40.7,False,none
F13,TChan_A15:lo@p50,LONG,aligned,standard,51381,2335.5,484.726,209,82.3,83.1,82.3,1.294,-261.3,3,22,13,6,6,2,0,64.7,False,none
F13,TChan_A15:lo@p50,LONG,counter,standard,48819,2219.05,460.557,193,80.8,80.8,80.8,1.377,-242.7,4,22,13,6,5,0,0,64.7,False,none
F13,TChan_A15:lo@p50,SHORT,aligned,standard,48819,2219.05,460.557,194,78.9,79.3,78.9,1.059,-288.3,3,22,12,6,4,1,0,55.9,False,none
F13,TChan_A15:lo@p50,SHORT,counter,standard,51381,2335.5,484.726,228,76.3,77.0,76.3,1.157,-412.2,4,22,12,6,3,2,0,55.9,False,none
F13,TChan_A15:lo@p40,LONG,aligned,standard,45129,2051.32,425.745,154,81.8,82.4,81.8,1.148,-153.0,4,22,11,6,4,1,0,55.9,False,none
F13,TChan_A15:lo@p40,LONG,counter,standard,42710,1941.36,402.925,117,81.2,81.2,81.2,1.402,-242.7,3,22,12,6,5,0,0,58.8,False,none
F13,TChan_A15:lo@p40,SHORT,aligned,standard,42710,1941.36,402.925,112,82.1,82.9,82.1,1.114,-279.9,4,22,15,6,4,1,0,67.6,False,none
F13,TChan_A15:lo@p40,SHORT,counter,standard,45129,2051.32,425.745,157,79.6,80.6,79.6,1.51,-300.5,6,22,15,6,5,2,0,76.5,False,none
F13,TChan_A15:lo@p30,LONG,aligned,standard,38133,1733.32,359.745,90,82.2,82.2,82.2,1.194,-153.0,3,21,11,6,3,0,0,51.5,False,none
F13,TChan_A15:lo@p30,LONG,counter,standard,36024,1637.45,339.849,78,78.2,78.2,78.2,1.364,-242.7,4,20,13,6,4,0,0,65.6,False,none
F13,TChan_A15:lo@p30,SHORT,aligned,standard,36024,1637.45,339.849,71,83.1,83.1,83.1,1.132,-153.0,4,20,14,6,4,0,0,68.8,False,none
F13,TChan_A15:lo@p30,SHORT,counter,standard,38133,1733.32,359.745,87,79.3,81.2,79.3,1.605,-300.5,6,21,15,6,5,2,0,78.8,False,none
F13,TChan_A15:lo@p20,LONG,aligned,standard,30353,1379.68,286.349,49,85.7,85.7,85.7,1.615,-153.0,4,17,12,6,4,0,0,69.0,False,none
F13,TChan_A15:lo@p20,LONG,counter,standard,28430,1292.27,268.208,43,76.7,76.7,76.7,1.311,-230.0,4,16,10,6,4,0,0,64.3,False,none
F13,TChan_A15:lo@p20,SHORT,aligned,standard,28430,1292.27,268.208,38,92.1,92.1,92.1,2.559,-153.0,5,16,13,6,5,0,0,82.1,False,surface
F13,TChan_A15:lo@p20,SHORT,counter,standard,30353,1379.68,286.349,44,81.8,81.8,81.8,1.872,-153.0,5,17,12,6,5,0,0,75.9,False,none
F13,TChan_A15:lo@p10,LONG,aligned,standard,20907,950.32,197.236,19,78.9,78.9,78.9,0.99,-153.0,2,10,6,6,4,0,0,57.1,False,none
F13,TChan_A15:lo@p10,LONG,counter,standard,18161,825.5,171.33,16,75.0,75.0,75.0,1.154,-153.0,2,9,5,5,3,0,0,55.6,False,none
F13,TChan_A15:lo@p10,SHORT,aligned,standard,18161,825.5,171.33,15,93.3,93.3,93.3,3.488,-153.0,3,9,8,4,3,0,0,82.4,False,surface
F13,TChan_A15:lo@p10,SHORT,counter,standard,20907,950.32,197.236,23,78.3,78.3,78.3,1.25,-153.0,3,10,7,6,5,0,0,71.4,False,none
F13,TChan_A15:lo@p5,LONG,aligned,standard,14526,660.27,137.038,9,77.8,77.8,77.8,0.872,-153.0,2,6,4,3,1,0,0,53.8,False,none
F13,TChan_A15:lo@p5,LONG,counter,standard,11649,529.5,109.896,9,77.8,77.8,77.8,1.45,-153.0,1,5,3,3,2,0,0,60.0,False,none
F13,TChan_A15:lo@p5,SHORT,aligned,standard,11649,529.5,109.896,9,100.0,100.0,100.0,999.0,11.2,2,5,5,3,3,0,0,100.0,True,STAR
F13,TChan_A15:lo@p5,SHORT,counter,standard,14526,660.27,137.038,11,81.8,81.8,81.8,1.403,-86.6,3,6,5,3,2,0,0,76.9,False,none
F13,TChan_A15:lo@p3,LONG,aligned,standard,11163,507.41,105.311,5,80.0,80.0,80.0,1.239,-153.0,2,4,3,3,2,0,0,70.0,False,none
F13,TChan_A15:lo@p3,LONG,counter,standard,8387,381.23,79.123,4,50.0,50.0,50.0,1.002,-153.0,1,3,1,2,1,0,0,42.9,False,none
F13,TChan_A15:lo@p3,SHORT,aligned,standard,8387,381.23,79.123,4,100.0,100.0,100.0,999.0,11.5,2,3,3,2,2,0,0,100.0,True,STAR
F13,TChan_A15:lo@p3,SHORT,counter,standard,11163,507.41,105.311,5,80.0,80.0,80.0,1.548,-102.2,2,4,3,3,2,0,0,70.0,False,none
F13,TChan_A15:lo@p1,LONG,aligned,standard,6527,296.68,61.575,1,100.0,100.0,100.0,999.0,42.0,1,1,1,1,1,0,0,100.0,True,STAR
F13,TChan_A15:lo@p1,LONG,counter,standard,4495,204.32,42.406,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,False,none
F13,TChan_A15:lo@p1,SHORT,aligned,standard,4495,204.32,42.406,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,False,none
F13,TChan_A15:lo@p1,SHORT,counter,standard,6527,296.68,61.575,1,100.0,100.0,100.0,999.0,42.0,1,1,1,1,1,0,0,100.0,True,STAR
F13,Upper_Wick:hi@p50,LONG,aligned,standard,26156,1188.91,246.755,1066,79.4,79.5,79.4,1.227,-538.6,6,22,14,6,5,2,0,73.5,False,none
