family,signal_def,direction,d2d_mode,gating,total_firings,firings_per_week,firings_per_day,trades,wr_post_fc,wr_pre_fc,WR,agg_pf,worst_day_usd,folds_plus,weeks_present,weeks_won,weekdays_present,weekdays_won,exit_FC,exit_EOD,persistence,survival,tier
F13,Micro_MicroGap:hi@p50,LONG,aligned,standard,30748,1397.64,290.075,849,80.4,80.6,80.4,1.251,-456.8,6,22,16,6,6,2,0,82.4,False,none
F13,Micro_MicroGap:hi@p50,LONG,counter,standard,30395,1381.59,286.745,978,81.6,81.8,81.6,1.358,-499.9,6,22,18,6,6,2,1,88.2,False,none
F13,Micro_MicroGap:hi@p50,SHORT,aligned,standard,30395,1381.59,286.745,951,77.7,77.8,77.7,1.061,-315.8,4,22,13,6,3,2,0,58.8,False,none
F13,Micro_MicroGap:hi@p50,SHORT,counter,standard,30748,1397.64,290.075,826,78.2,78.4,78.2,1.159,-438.3,4,22,14,6,4,2,0,64.7,False,none
F13,Micro_MicroGap:hi@p60,LONG,aligned,standard,19123,869.23,180.406,746,80.2,80.4,80.2,1.241,-456.8,5,22,15,6,5,2,0,73.5,False,none
F13,Micro_MicroGap:hi@p60,LONG,counter,standard,19625,892.05,185.142,856,81.4,81.6,81.4,1.307,-387.7,6,22,17,6,6,2,1,85.3,False,none
F13,Micro_MicroGap:hi@p60,SHORT,aligned,standard,19625,892.05,185.142,859,77.9,78.0,77.9,1.057,-315.8,4,22,12,6,4,3,0,58.8,False,none
F13,Micro_MicroGap:hi@p60,SHORT,counter,standard,19123,869.23,180.406,746,77.9,77.9,77.9,1.118,-345.9,4,22,12,6,4,1,0,58.8,False,none
F13,Micro_MicroGap:hi@p70,LONG,aligned,standard,17742,806.45,167.377,719,80.1,80.3,80.1,1.259,-456.8,6,22,16,6,4,2,0,76.5,False,none
F13,Micro_MicroGap:hi@p70,LONG,counter,standard,18226,828.45,171.943,818,81.5,81.7,81.5,1.352,-387.7,6,22,17,6,6,2,1,85.3,False,none
F13,Micro_MicroGap:hi@p70,SHORT,aligned,standard,18226,828.45,171.943,817,78.1,78.3,78.1,1.062,-301.3,4,22,12,6,4,3,0,58.8,False,none
F13,Micro_MicroGap:hi@p70,SHORT,counter,standard,17742,806.45,167.377,724,78.2,78.1,78.2,1.131,-346.0,4,22,12,6,5,1,0,61.8,False,none
F13,Micro_MicroGap:hi@p80,LONG,aligned,standard,5979,271.77,56.406,523,79.7,79.9,79.7,1.15,-483.5,3,22,14,6,4,1,0,61.8,False,none
F13,Micro_MicroGap:hi@p80,LONG,counter,standard,6190,281.36,58.396,541,80.6,80.9,80.6,1.269,-453.0,5,22,16,6,6,2,1,79.4,False,none
F13,Micro_MicroGap:hi@p80,SHORT,aligned,standard,6190,281.36,58.396,564,80.0,80.1,80.0,1.183,-247.5,4,22,13,6,4,2,1,61.8,False,none
F13,Micro_MicroGap:hi@p80,SHORT,counter,standard,5979,271.77,56.406,517,76.8,76.8,76.8,1.098,-423.2,3,22,11,6,4,0,0,52.9,False,none
