family,signal_def,direction,d2d_mode,gating,total_firings,firings_per_week,firings_per_day,trades,wr_post_fc,wr_pre_fc,WR,agg_pf,worst_day_usd,folds_plus,weeks_present,weeks_won,weekdays_present,weekdays_won,exit_FC,exit_EOD,persistence,survival,tier
F13,ADX_Value:hi@p50,LONG,aligned,standard,32595,1481.59,307.5,751,80.4,80.6,80.4,1.297,-275.7,6,22,16,6,5,2,0,79.4,False,none
F13,ADX_Value:hi@p50,LONG,counter,standard,30300,1377.27,285.849,776,83.0,83.1,83.0,1.463,-622.1,6,22,17,6,6,3,1,85.3,False,none
F13,ADX_Value:hi@p50,SHORT,aligned,standard,30300,1377.27,285.849,730,76.0,76.2,76.0,0.915,-459.0,2,22,10,6,2,3,1,41.2,False,none
F13,ADX_Value:hi@p50,SHORT,counter,standard,32595,1481.59,307.5,678,78.5,78.6,78.5,1.14,-435.0,5,22,15,6,4,1,0,70.6,False,none
F13,ADX_Value:hi@p60,LONG,aligned,standard,25910,1177.73,244.434,625,79.8,80.1,79.8,1.254,-325.5,5,22,15,6,4,2,0,70.6,False,none
F13,ADX_Value:hi@p60,LONG,counter,standard,24069,1094.05,227.066,605,81.5,81.6,81.5,1.34,-600.3,6,22,17,6,5,3,1,82.4,False,none
F13,ADX_Value:hi@p60,SHORT,aligned,standard,24069,1094.05,227.066,593,76.4,76.6,76.4,0.929,-438.1,4,22,11,6,2,3,1,50.0,False,none
F13,ADX_Value:hi@p60,SHORT,counter,standard,25910,1177.73,244.434,579,79.3,79.3,79.3,1.161,-258.8,4,22,15,6,4,0,0,67.6,False,none
F13,ADX_Value:hi@p70,LONG,aligned,standard,19368,880.36,182.717,524,78.4,78.4,78.4,1.18,-362.1,5,22,12,6,4,0,0,61.8,False,none
F13,ADX_Value:hi@p70,LONG,counter,standard,17877,812.59,168.651,439,81.5,81.7,81.5,1.326,-654.1,4,22,16,6,5,3,1,73.5,False,none
F13,ADX_Value:hi@p70,SHORT,aligned,standard,17877,812.59,168.651,457,76.6,76.9,76.6,0.946,-405.4,3,22,10,6,2,3,1,44.1,False,none
F13,ADX_Value:hi@p70,SHORT,counter,standard,19368,880.36,182.717,431,78.4,78.4,78.4,1.16,-384.9,4,22,15,5,3,0,0,66.7,False,none
F13,ADX_Value:hi@p80,LONG,aligned,standard,13017,591.68,122.802,355,80.3,80.3,80.3,1.254,-245.5,3,22,14,5,5,0,0,66.7,False,none
F13,ADX_Value:hi@p80,LONG,counter,standard,11784,535.64,111.17,302,81.1,81.3,81.1,1.413,-583.6,5,22,14,6,5,2,1,70.6,False,none
F13,ADX_Value:hi@p80,SHORT,aligned,standard,11784,535.64,111.17,319,75.5,75.7,75.5,0.899,-334.5,2,22,8,6,2,2,1,35.3,False,none
F13,ADX_Value:hi@p80,SHORT,counter,standard,13017,591.68,122.802,320,78.8,78.8,78.8,1.147,-374.1,4,22,13,5,3,0,0,60.6,False,none
F13,ADX_Value:hi@p90,LONG,aligned,standard,6585,299.32,62.123,202,77.2,77.2,77.2,0.951,-224.0,2,22,11,5,2,0,0,45.5,False,none
F13,ADX_Value:hi@p90,LONG,counter,standard,5851,265.95,55.198,153,83.0,82.9,83.0,1.54,-454.6,5,21,17,6,5,1,1,81.8,False,none
F13,ADX_Value:hi@p90,SHORT,aligned,standard,5851,265.95,55.198,173,75.7,76.0,75.7,0.867,-313.0,3,21,9,6,3,2,1,45.5,False,none
F13,ADX_Value:hi@p90,SHORT,counter,standard,6585,299.32,62.123,196,79.1,79.1,79.1,1.262,-285.8,5,22,12,5,2,0,0,57.6,False,none
