family,signal_def,direction,d2d_mode,gating,total_firings,firings_per_week,firings_per_day,trades,wr_post_fc,wr_pre_fc,WR,agg_pf,worst_day_usd,folds_plus,weeks_present,weeks_won,weekdays_present,weekdays_won,exit_FC,exit_EOD,persistence,survival,tier
F13,MultiDay_Slope:hi@p50,LONG,aligned,standard,39495,1795.23,372.594,637,79.6,79.7,79.6,1.208,-403.6,5,21,14,6,5,1,0,72.7,False,none
F13,MultiDay_Slope:hi@p50,LONG,counter,standard,40530,1842.27,382.358,773,80.3,80.5,80.3,1.245,-381.5,4,21,15,6,6,2,1,75.8,False,none
F13,MultiDay_Slope:hi@p50,SHORT,aligned,standard,40530,1842.27,382.358,774,79.7,79.7,79.7,1.189,-329.5,5,21,12,6,6,1,1,69.7,False,none
F13,MultiDay_Slope:hi@p50,SHORT,counter,standard,39495,1795.23,372.594,628,78.3,78.5,78.3,1.237,-356.7,5,21,13,6,3,1,0,63.6,False,none
F13,MultiDay_Slope:hi@p60,LONG,aligned,standard,33842,1538.27,319.264,464,80.2,80.2,80.2,1.236,-278.9,5,20,13,6,6,0,0,75.0,False,none
F13,MultiDay_Slope:hi@p60,LONG,counter,standard,34521,1569.14,325.67,571,83.4,83.5,83.4,1.573,-283.8,6,20,16,6,5,1,1,84.4,False,none
F13,MultiDay_Slope:hi@p60,SHORT,aligned,standard,34521,1569.14,325.67,549,78.7,78.6,78.7,0.998,-329.5,3,20,12,6,3,1,0,56.2,False,none
F13,MultiDay_Slope:hi@p60,SHORT,counter,standard,33842,1538.27,319.264,465,78.5,78.7,78.5,1.242,-344.6,5,20,13,6,3,1,0,65.6,False,none
F13,MultiDay_Slope:hi@p70,LONG,aligned,standard,29094,1322.45,274.472,309,80.6,80.6,80.6,1.114,-246.1,4,17,8,6,3,0,0,53.6,False,none
F13,MultiDay_Slope:hi@p70,LONG,counter,standard,29285,1331.14,276.274,363,82.1,82.1,82.1,1.46,-214.3,5,18,13,5,4,0,0,78.6,False,none
F13,MultiDay_Slope:hi@p70,SHORT,aligned,standard,29285,1331.14,276.274,354,79.1,79.1,79.1,1.026,-329.5,3,18,9,5,2,0,0,50.0,False,none
F13,MultiDay_Slope:hi@p70,SHORT,counter,standard,29094,1322.45,274.472,315,76.2,76.4,76.2,1.069,-386.6,3,17,12,6,3,1,0,64.3,False,none
F13,MultiDay_Slope:hi@p80,LONG,aligned,standard,25201,1145.5,237.745,256,78.9,78.9,78.9,1.023,-246.1,3,16,8,6,2,0,0,48.1,False,none
F13,MultiDay_Slope:hi@p80,LONG,counter,standard,24886,1131.18,234.774,291,81.8,81.8,81.8,1.415,-214.3,4,17,14,5,5,0,0,85.2,False,none
F13,MultiDay_Slope:hi@p80,SHORT,aligned,standard,24886,1131.18,234.774,276,79.0,79.0,79.0,0.996,-175.7,2,17,8,5,2,0,0,44.4,False,none
F13,MultiDay_Slope:hi@p80,SHORT,counter,standard,25201,1145.5,237.745,241,79.3,79.3,79.3,1.136,-245.5,3,16,11,6,2,0,0,59.3,False,none
F13,MultiDay_Slope:hi@p90,LONG,aligned,standard,20935,951.59,197.5,199,79.4,79.4,79.4,1.073,-364.2,2,12,6,5,2,0,0,45.5,False,none
F13,MultiDay_Slope:hi@p90,LONG,counter,standard,20612,936.91,194.453,234,82.1,82.1,82.1,1.476,-214.3,4,15,13,5,5,0,0,88.0,False,none
F13,MultiDay_Slope:hi@p90,SHORT,aligned,standard,20612,936.91,194.453,235,79.1,79.1,79.1,1.009,-175.7,2,15,10,5,3,0,0,60.0,False,none
F13,MultiDay_Slope:hi@p90,SHORT,counter,standard,20935,951.59,197.5,183,78.1,78.1,78.1,1.094,-179.4,4,12,7,5,3,0,0,63.6,False,none
F13,MultiDay_Slope:hi@p95,LONG,aligned,standard,18338,833.55,173.0,181,79.0,79.0,79.0,1.101,-488.3,3,12,7,5,2,0,0,54.5,False,none
F13,MultiDay_Slope:hi@p95,LONG,counter,standard,17871,812.32,168.594,215,82.8,82.8,82.8,1.482,-203.6,5,13,11,5,5,0,0,91.3,False,none
F13,MultiDay_Slope:hi@p95,SHORT,aligned,standard,17871,812.32,168.594,219,79.0,79.0,79.0,0.98,-164.7,2,13,8,5,2,0,0,52.2,False,none
F13,MultiDay_Slope:hi@p95,SHORT,counter,standard,18338,833.55,173.0,169,78.1,78.1,78.1,1.095,-244.4,4,12,8,5,3,0,0,68.2,False,none
