family,signal_def,direction,d2d_mode,gating,total_firings,firings_per_week,firings_per_day,trades,wr_post_fc,wr_pre_fc,WR,agg_pf,worst_day_usd,folds_plus,weeks_present,weeks_won,weekdays_present,weekdays_won,exit_FC,exit_EOD,persistence,survival,tier
F13,OR_High_Side:==-1,LONG,aligned,standard,14931,678.68,140.858,574,81.0,81.0,81.0,1.455,-613.3,5,22,18,5,5,0,0,84.8,False,none
F13,OR_High_Side:==-1,LONG,counter,standard,21684,985.64,204.566,940,80.9,80.9,80.9,1.296,-645.9,6,22,17,5,5,2,0,84.8,False,none
F13,OR_High_Side:==-1,SHORT,aligned,standard,21684,985.64,204.566,932,79.2,79.2,79.2,1.101,-597.7,5,22,11,5,3,2,0,57.6,False,none
F13,OR_High_Side:==-1,SHORT,counter,standard,14931,678.68,140.858,582,77.5,77.6,77.5,0.988,-499.4,3,22,12,5,3,2,0,54.5,False,none
F13,OR_High_Side:==0,LONG,aligned,standard,48441,2201.86,456.991,105,83.8,83.8,83.8,1.826,-228.4,4,17,12,6,4,0,0,69.0,False,none
F13,OR_High_Side:==0,LONG,counter,standard,48002,2181.91,452.849,134,82.1,82.1,82.1,1.306,-306.3,4,17,11,6,3,0,0,62.1,False,none
F13,OR_High_Side:==0,SHORT,aligned,standard,48002,2181.91,452.849,148,79.7,79.7,79.7,1.117,-240.8,4,17,11,6,3,0,0,62.1,False,none
F13,OR_High_Side:==0,SHORT,counter,standard,48441,2201.86,456.991,111,78.4,78.4,78.4,1.033,-362.2,4,17,11,6,4,0,0,65.5,False,none
F13,OR_High_Side:==1,LONG,aligned,standard,13155,597.95,124.104,561,76.8,77.0,76.8,1.015,-343.7,3,22,8,5,2,1,0,39.4,False,none
F13,OR_High_Side:==1,LONG,counter,standard,6748,306.73,63.66,275,81.8,81.6,81.8,1.205,-336.0,4,21,11,5,3,3,1,56.2,False,none
F13,OR_High_Side:==1,SHORT,aligned,standard,6748,306.73,63.66,261,76.6,77.2,76.6,1.286,-306.0,4,21,13,5,3,2,1,62.5,False,none
F13,OR_High_Side:==1,SHORT,counter,standard,13155,597.95,124.104,579,78.9,79.3,78.9,1.315,-492.9,4,22,15,5,4,3,0,69.7,False,none
F13,OR_Low_Side:==-1,LONG,aligned,standard,5421,246.41,51.142,348,83.0,83.3,83.0,1.503,-613.3,5,21,15,5,3,1,0,71.9,False,none
F13,OR_Low_Side:==-1,LONG,counter,standard,11650,529.55,109.906,695,81.3,81.3,81.3,1.402,-588.3,6,22,18,5,5,1,0,87.9,False,none
F13,OR_Low_Side:==-1,SHORT,aligned,standard,11650,529.55,109.906,697,78.3,78.4,78.3,1.03,-597.7,4,22,12,5,3,1,0,57.6,False,none
F13,OR_Low_Side:==-1,SHORT,counter,standard,5421,246.41,51.142,332,77.7,77.9,77.7,1.061,-312.9,2,21,11,5,4,2,0,53.1,False,none
F13,OR_Low_Side:==0,LONG,aligned,standard,48358,2198.09,456.208,106,84.0,84.0,84.0,1.834,-228.4,4,17,12,6,4,0,0,69.0,False,none
F13,OR_Low_Side:==0,LONG,counter,standard,48066,2184.82,453.453,133,82.0,82.0,82.0,1.294,-306.3,4,17,11,6,3,0,0,62.1,False,none
F13,OR_Low_Side:==0,SHORT,aligned,standard,48066,2184.82,453.453,147,80.3,80.3,80.3,1.139,-240.8,4,17,11,6,3,0,0,62.1,False,none
F13,OR_Low_Side:==0,SHORT,counter,standard,48358,2198.09,456.208,112,77.7,77.7,77.7,1.009,-362.2,4,17,11,6,4,0,0,65.5,False,none
F13,OR_Low_Side:==1,LONG,aligned,standard,22748,1034.0,214.604,776,77.3,77.4,77.3,1.074,-351.4,4,22,11,5,4,1,0,57.6,False,none
