family,signal_def,direction,d2d_mode,gating,total_firings,firings_per_week,firings_per_day,trades,wr_post_fc,wr_pre_fc,WR,agg_pf,worst_day_usd,folds_plus,weeks_present,weeks_won,weekdays_present,weekdays_won,exit_FC,exit_EOD,persistence,survival,tier
F13,Volume:hi@p50,LONG,aligned,standard,23509,1068.59,221.783,1159,79.4,79.4,79.4,1.216,-613.3,6,22,14,6,5,1,0,73.5,False,none
F13,Volume:hi@p50,LONG,counter,standard,27290,1240.45,257.453,1299,81.7,81.7,81.7,1.358,-645.9,6,22,19,6,6,5,1,91.2,False,none
F13,Volume:hi@p50,SHORT,aligned,standard,27290,1240.45,257.453,1253,78.1,78.3,78.1,1.08,-559.0,4,22,13,6,3,4,1,58.8,False,none
F13,Volume:hi@p50,SHORT,counter,standard,23509,1068.59,221.783,1206,78.5,78.7,78.5,1.175,-492.9,4,22,14,6,4,4,0,64.7,False,none
F13,Volume:hi@p60,LONG,aligned,standard,18177,826.23,171.481,1159,79.4,79.4,79.4,1.216,-613.3,6,22,14,6,5,1,0,73.5,False,none
F13,Volume:hi@p60,LONG,counter,standard,21648,984.0,204.226,1299,81.7,81.7,81.7,1.358,-645.9,6,22,19,6,6,5,1,91.2,False,none
F13,Volume:hi@p60,SHORT,aligned,standard,21648,984.0,204.226,1253,78.1,78.3,78.1,1.08,-559.0,4,22,13,6,3,4,1,58.8,False,none
F13,Volume:hi@p60,SHORT,counter,standard,18177,826.23,171.481,1206,78.5,78.7,78.5,1.175,-492.9,4,22,14,6,4,4,0,64.7,False,none
F13,Volume:hi@p70,LONG,aligned,standard,13652,620.55,128.792,1156,79.3,79.4,79.3,1.214,-613.3,6,22,14,6,5,1,0,73.5,False,none
F13,Volume:hi@p70,LONG,counter,standard,16525,751.14,155.896,1299,81.7,81.7,81.7,1.353,-645.9,6,22,19,6,6,5,1,91.2,False,none
F13,Volume:hi@p70,SHORT,aligned,standard,16525,751.14,155.896,1257,78.2,78.4,78.2,1.086,-559.0,4,22,13,6,3,4,1,58.8,False,none
F13,Volume:hi@p70,SHORT,counter,standard,13652,620.55,128.792,1203,78.5,78.6,78.5,1.174,-492.9,4,22,14,6,4,4,0,64.7,False,none
